run_id,run_index,sample_class,capacity,release_commit,oci_digest,task_id_hash,session_id_hash,runtime_profile_verified,real_anoncred,real_mpc,mock,legacy,success,summary_sha256,raw_log_sha256,operation,transaction_id,endorsement_ms,ordering_submit_ms,event_wait_ms,total_ms
cap16-measured-02,2,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,b5f2f25e8bc332ef568f04d1ef564ba9268f52cdccd8ba434c343d9a59f0e0a9,176a8141f862c657785d50b1d7c902e9e5ed0d50351c1d9e827c390093c34b57,True,True,True,False,False,True,0ff19abeda6e66275e151d200110dcae04c1d79907eb71ec3490fb87c0a0fa03,607f73a962d10b6bd315fa5d599aed0ecea39ea44f2213f558a1aa87a7105fba,SubmitInputCommitment,598ae0c4bd41b116d1627cba4ce95fd90987b3cfc0e081ae8a70123914791c49,62.884785,5.024227,2178.23765,2246.146662
cap16-measured-02,2,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,b5f2f25e8bc332ef568f04d1ef564ba9268f52cdccd8ba434c343d9a59f0e0a9,176a8141f862c657785d50b1d7c902e9e5ed0d50351c1d9e827c390093c34b57,True,True,True,False,False,True,0ff19abeda6e66275e151d200110dcae04c1d79907eb71ec3490fb87c0a0fa03,607f73a962d10b6bd315fa5d599aed0ecea39ea44f2213f558a1aa87a7105fba,SubmitInputCommitment,ab6f9c1f2ceae3fc1fe90f620e40108f892ae8370390cc3d9ef5fe4fb240b691,65.866305,6.053999,2165.161794,2237.082098
cap16-measured-02,2,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,b5f2f25e8bc332ef568f04d1ef564ba9268f52cdccd8ba434c343d9a59f0e0a9,176a8141f862c657785d50b1d7c902e9e5ed0d50351c1d9e827c390093c34b57,True,True,True,False,False,True,0ff19abeda6e66275e151d200110dcae04c1d79907eb71ec3490fb87c0a0fa03,607f73a962d10b6bd315fa5d599aed0ecea39ea44f2213f558a1aa87a7105fba,SubmitSessionInput,5ca7d2d104b90673af31395d19ca73fa56eca765b26056848dab0e3302da3b45,92.955214,2.648661,2162.889437,2258.493312
cap16-measured-02,2,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,b5f2f25e8bc332ef568f04d1ef564ba9268f52cdccd8ba434c343d9a59f0e0a9,176a8141f862c657785d50b1d7c902e9e5ed0d50351c1d9e827c390093c34b57,True,True,True,False,False,True,0ff19abeda6e66275e151d200110dcae04c1d79907eb71ec3490fb87c0a0fa03,607f73a962d10b6bd315fa5d599aed0ecea39ea44f2213f558a1aa87a7105fba,RecordPartyExecution,e0539cecbed1f6433e7ee7b22b5d5b012d54466a32b470ca1d8e56309730b616,57.300988,2.784858,2170.242619,2230.328465
cap16-measured-02,2,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,b5f2f25e8bc332ef568f04d1ef564ba9268f52cdccd8ba434c343d9a59f0e0a9,176a8141f862c657785d50b1d7c902e9e5ed0d50351c1d9e827c390093c34b57,True,True,True,False,False,True,0ff19abeda6e66275e151d200110dcae04c1d79907eb71ec3490fb87c0a0fa03,607f73a962d10b6bd315fa5d599aed0ecea39ea44f2213f558a1aa87a7105fba,RecordPartyExecution,3b9d915296e6fdce167df8c8f273edbe35f7b7c54f1c2a77b1f34653dadd55bc,25.480152,3.247418,2147.899224,2176.626794
cap16-measured-02,2,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,b5f2f25e8bc332ef568f04d1ef564ba9268f52cdccd8ba434c343d9a59f0e0a9,176a8141f862c657785d50b1d7c902e9e5ed0d50351c1d9e827c390093c34b57,True,True,True,False,False,True,0ff19abeda6e66275e151d200110dcae04c1d79907eb71ec3490fb87c0a0fa03,607f73a962d10b6bd315fa5d599aed0ecea39ea44f2213f558a1aa87a7105fba,RecordPartyExecution,fe5769dad75b46aa9a6725bb725ea274a1fd441201019859a1c567d7ffd7bec4,34.861573,2.543869,2157.516803,2194.922245
cap16-measured-02,2,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,b5f2f25e8bc332ef568f04d1ef564ba9268f52cdccd8ba434c343d9a59f0e0a9,176a8141f862c657785d50b1d7c902e9e5ed0d50351c1d9e827c390093c34b57,True,True,True,False,False,True,0ff19abeda6e66275e151d200110dcae04c1d79907eb71ec3490fb87c0a0fa03,607f73a962d10b6bd315fa5d599aed0ecea39ea44f2213f558a1aa87a7105fba,FinalizeSession,04c03f94f9e7231130665fafb340d0846cbe44c74e7c500215886e3f4618769d,56.012157,2.228288,2135.027188,2193.267633
cap16-measured-03,3,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,bae3e3257437fd855ad009f7df1fc19bc767fb92d1f8bbf0e6ab3ec065155d47,e5124dd74b0e36a9934fcef640f7a842a78fc939185b3ca55465c706b0bf78d3,True,True,True,False,False,True,3b5ffc76dda94f4306879ce745bf3e5c0f074b0a1f2a8562f1a26c96296cdeb4,d3b8fe83dc003b021aaf9496a191e2666704d60088b180bba24f7d76f7cf6a03,RegisterCommittee,cbb98ead36a0e383538c03a5f18dea50b2c114abfc390a70e6014e35a1aa34bb,43.516336,2.479543,2127.139769,2173.135648
cap16-measured-03,3,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,bae3e3257437fd855ad009f7df1fc19bc767fb92d1f8bbf0e6ab3ec065155d47,e5124dd74b0e36a9934fcef640f7a842a78fc939185b3ca55465c706b0bf78d3,True,True,True,False,False,True,3b5ffc76dda94f4306879ce745bf3e5c0f074b0a1f2a8562f1a26c96296cdeb4,d3b8fe83dc003b021aaf9496a191e2666704d60088b180bba24f7d76f7cf6a03,RegisterInputAttestorKey,bb3ca0fa74c502ee0253155b7ce6630cf2c9b4bf6104c1916e3f3ed7621f6f6e,18.241546,1.99959,2129.443784,2149.68492
cap16-measured-03,3,measured,16,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,bae3e3257437fd855ad009f7df1fc19bc767fb92d1f8bbf0e6ab3ec065155d47,e5124dd74b0e36a9934fcef640f7a842a78fc939185b3ca55465c706b0bf78d3,True,True,True,False,False,True,3b5ffc76dda94f4306879ce745bf3e5c0f074b0a1f2a8562f1a26c96296cdeb4,d3b8fe83dc003b021aaf9496a191e2666704d60088b180bba24f7d76f7cf6a03,SubmitInputCommitment,c1e0e62e462cb4c577b673c532cfda1d1e630e44dce4b9a8e48dce0e374dcef3,46.790406,4.914903,2158.612279,2210.317588
