schema_version,operation,run_id,run_index,sample_class,latency_ns,latency_ms,proof_bytes,registry_bytes,success,production_path,mock,real_anoncred,release_commit,oci_digest,source_jsonl_sha256
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-14,14,measured,13909311,13.909311,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-15,15,measured,16457498,16.457498,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-16,16,measured,15532773,15.532772999999999,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-17,17,measured,15855257,15.855257000000002,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-18,18,measured,15459865,15.459864999999999,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-19,19,measured,13031812,13.031812,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-20,20,measured,13810118,13.810118,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-21,21,measured,14636754,14.636754,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-22,22,measured,15925808,15.925808,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-23,23,measured,15464004,15.464004,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-24,24,measured,14170640,14.17064,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-25,25,measured,12985792,12.985792,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-26,26,measured,12548641,12.548641,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-27,27,measured,13352667,13.352667,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-28,28,measured,13125069,13.125069,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-29,29,measured,13366754,13.366754,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-30,30,measured,13114954,13.114954,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-31,31,measured,13084715,13.084715000000001,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-32,32,measured,13041601,13.041601,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-33,33,measured,12863083,12.863083000000001,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,issue,s4.1-anoncred-issue-34,34,measured,13198718,13.198718,0,3398,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-00,0,warmup,420381310,420.38131,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-01,1,warmup,408269933,408.269933,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-02,2,warmup,396923282,396.923282,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-03,3,warmup,409306013,409.306013,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-04,4,warmup,394212507,394.212507,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-05,5,measured,400153004,400.15300399999995,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-06,6,measured,397800671,397.800671,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-07,7,measured,395919447,395.919447,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-08,8,measured,389768530,389.76853,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-09,9,measured,397385982,397.385982,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-10,10,measured,411442166,411.442166,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-11,11,measured,403543821,403.54382100000004,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-12,12,measured,433139717,433.13971699999996,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-13,13,measured,416935004,416.935004,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-14,14,measured,430271256,430.271256,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-15,15,measured,405303606,405.303606,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-16,16,measured,402652218,402.652218,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-17,17,measured,411018709,411.018709,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-18,18,measured,420972401,420.972401,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-19,19,measured,410389875,410.389875,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-20,20,measured,429470167,429.470167,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-21,21,measured,392492465,392.49246500000004,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-22,22,measured,409270497,409.27049700000003,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-23,23,measured,424002945,424.002945,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-24,24,measured,400341142,400.341142,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-25,25,measured,422034304,422.034304,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-26,26,measured,423182719,423.18271899999996,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-27,27,measured,429732873,429.73287300000004,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-28,28,measured,458733774,458.733774,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-29,29,measured,436058693,436.058693,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-30,30,measured,419279940,419.27994,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-31,31,measured,477583652,477.58365200000003,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-32,32,measured,406490138,406.490138,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-33,33,measured,405008825,405.008825,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,prove,s4.1-anoncred-prove-34,34,measured,393723775,393.723775,3194,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,verify,s4.1-anoncred-verify-00,0,warmup,52896205,52.896205,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,verify,s4.1-anoncred-verify-01,1,warmup,53448268,53.448268,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,verify,s4.1-anoncred-verify-02,2,warmup,54421372,54.421372000000005,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,verify,s4.1-anoncred-verify-03,3,warmup,51120976,51.120976,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
SAIB-RETF/S4.1/anoncred-row/1,verify,s4.1-anoncred-verify-04,4,warmup,52152050,52.152049999999996,3193,3296,True,True,False,True,559e0bb531b3e4330c532e624d546d616c7849eb,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,c7374da4f402c9654c597717e4eba19011c245273f70ac212ebfdca4752d2a2b
