"code_commit","code_digest","image_digest","config_digest","protocol_version","proof_backend","mpc_backend","mpc_program_digest","production_path","deployment_id","run_id","batch_id","request_id","task_id_hash","binding_tag","committee_epoch","regional_epoch","global_epoch","production_trace_sha256","trace_nonce","result","admissible_for_formal_performance"
"fa03890d23c18c9f302a79b154ed4549bde04aee","0000000000000000000000000000000000000000000000000000000000000000","sha256:0000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000000000000000000000000000000","SAIB-RETF/2","saib-mock-anoncred","saib-mock-mpc","0000000000000000000000000000000000000000000000000000000000000000","false","in-memory-s1","20260714T065328Z","security-development","X1-X4","0000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000000000000000000000000000000","3","7","11","0000000000000000000000000000000000000000000000000000000000000000","development-20260714T065328Z","pass","false"
