code_commit,code_digest,image_digest,config_digest,protocol_version,proof_backend,mpc_backend,mpc_program_digest,production_path,deployment_id,run_id,batch_id,request_id,task_id_hash,binding_tag,committee_epoch,regional_epoch,global_epoch,production_trace_sha256,trace_nonce,runtime_trace_path,runtime_trace_file_sha256,raw_log_path,raw_log_sha256,sample_class,benchmark_family,variant,capacity,concurrency,network_profile,runtime_image_digests,runtime_profile_verified,real_anoncred,real_mpc,anoncred_in_timed_boundary,binding_in_timed_boundary,mpc_in_timed_boundary,fabric_in_timed_boundary,mock,legacy,success,exit_code,fabric_transactions,mpc_launch_ms
559e0bb531b3e4330c532e624d546d616c7849eb,a5463a90b3c1b48813560e77a89b438c2cc33d8d57c23bed868a6ca72b05a218,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,e5e4ec199eb709e456588807df0c03443fe175c2f5ba00ff7987dd78f2de279f,SAIB-RETF/2,credx-bbs-bls12-381-real,mp-spdz-malicious-rep-field,ca57a71d52244c7519483049ef2385f072f05ca69ea7e3cde06c31f37294f866,true,s4.1-component-mpc,s4v123-c16-w04,s4.1-cap16-warmup-04,s4.1-request-cap16-warmup-04,1c3e864931b847af794a32a05fb38009eaa60e0fbe4f0b73344167c7c579f6e6,bb1e0d99cf82017b2933aba5c30c20f9396dc837e41ebba37d4af974fc07863c,2,1,1,3c53d848b43114aeb3276ad99af473f0e98c44456a67b07d9bb63b1157f9f529,517c8bc5e70e57ad3d8b33c2375b7ed35c21eccf4cb22cae6019bd59672ba423,runtime-trace.jsonl,684f68417cc74b0216d4586518a32c7f9d55b623b958b86066958761c4e15632,raw.log,7242646fa7d28f2db69733ac009d8a4310f9a79e302293cd319ade60865a2ef6,warmup,S4.1-fabric-mpc-components,C_MPC,16,1,native,"[""sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079""]",true,true,true,false,true,true,false,false,false,true,0,9,132637.584793
