Using statistical security parameter 40
Trying to run 255-bit computation (256-bit representation)
S3_FMATCH_TEST valid=1 commitment=-25606607221812335639427450964756260020092352038916821617927952844951836053400 aggregate_quantity=46924234 aggregate_settlement=21144371161212
S3_MATCH slot=0 active=1 buy_rank=94 sell_rank=164 price=483509 quantity=753573 settlement=364359327657 buy_residual=203390 sell_residual=0
S3_MATCH slot=1 active=1 buy_rank=94 sell_rank=26 price=467693 quantity=203390 settlement=95124079270 buy_residual=0 sell_residual=610458
S3_MATCH slot=2 active=1 buy_rank=107 sell_rank=26 price=401543 quantity=610458 settlement=245125136694 buy_residual=323389 sell_residual=0
S3_MATCH slot=3 active=1 buy_rank=107 sell_rank=161 price=431034 quantity=323389 settlement=139391654226 buy_residual=0 sell_residual=57575
S3_MATCH slot=4 active=1 buy_rank=143 sell_rank=161 price=576213 quantity=57575 settlement=33175463475 buy_residual=514551 sell_residual=0
S3_MATCH slot=5 active=1 buy_rank=143 sell_rank=33 price=581685 quantity=350682 settlement=203986459170 buy_residual=163869 sell_residual=0
S3_MATCH slot=6 active=1 buy_rank=143 sell_rank=120 price=603390 quantity=163869 settlement=98876915910 buy_residual=0 sell_residual=339669
S3_MATCH slot=7 active=1 buy_rank=171 sell_rank=120 price=464318 quantity=172034 settlement=79878482812 buy_residual=0 sell_residual=167635
S3_MATCH slot=8 active=1 buy_rank=21 sell_rank=120 price=443898 quantity=167635 settlement=74412841230 buy_residual=495985 sell_residual=0
S3_MATCH slot=9 active=1 buy_rank=21 sell_rank=187 price=467568 quantity=102282 settlement=47823790176 buy_residual=393703 sell_residual=0
S3_MATCH slot=10 active=1 buy_rank=21 sell_rank=93 price=367242 quantity=349597 settlement=128386701474 buy_residual=44106 sell_residual=0
S3_MATCH slot=11 active=1 buy_rank=21 sell_rank=148 price=395604 quantity=44106 settlement=17448510024 buy_residual=0 sell_residual=365874
S3_MATCH slot=12 active=1 buy_rank=194 sell_rank=148 price=582250 quantity=365874 settlement=213030136500 buy_residual=540226 sell_residual=0
S3_MATCH slot=13 active=1 buy_rank=194 sell_rank=52 price=695090 quantity=89658 settlement=62320379220 buy_residual=450568 sell_residual=0
S3_MATCH slot=14 active=1 buy_rank=194 sell_rank=202 price=549165 quantity=450568 settlement=247436175720 buy_residual=0 sell_residual=34010
S3_MATCH slot=15 active=1 buy_rank=203 sell_rank=202 price=356231 quantity=34010 settlement=12115416310 buy_residual=719637 sell_residual=0
