code_commit,code_digest,image_digest,config_digest,protocol_version,proof_backend,mpc_backend,mpc_program_digest,production_path,deployment_id,run_id,batch_id,request_id,task_id_hash,binding_tag,committee_epoch,regional_epoch,global_epoch,production_trace_sha256,trace_nonce,runtime_trace_path,runtime_trace_file_sha256,raw_log_path,raw_log_sha256,sample_class,benchmark_family,variant,capacity,concurrency,network_profile,runtime_image_digests,runtime_profile_verified,real_anoncred,real_mpc,anoncred_in_timed_boundary,binding_in_timed_boundary,mpc_in_timed_boundary,fabric_in_timed_boundary,mock,legacy,success,exit_code,fabric_transactions,mpc_launch_ms
559e0bb531b3e4330c532e624d546d616c7849eb,a5463a90b3c1b48813560e77a89b438c2cc33d8d57c23bed868a6ca72b05a218,sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079,e5e4ec199eb709e456588807df0c03443fe175c2f5ba00ff7987dd78f2de279f,SAIB-RETF/2,credx-bbs-bls12-381-real,mp-spdz-malicious-rep-field,ca57a71d52244c7519483049ef2385f072f05ca69ea7e3cde06c31f37294f866,true,s4.1-component-mpc,s4v123-c32-m03,s4.1-cap32-measured-03,s4.1-request-cap32-measured-03,b94b2e69595127394892bfe6f5e128b934d310097a90f8cfa5026b9c1625f5a3,0aa50398b3e9e701163035c4175ba97750ee896c7887da61d3fdaa68c8f6b4ef,2,1,1,91c9b5387a7e631d531c24f3c201e01698b9edca0284b5d728030afe91ef3e24,60ed6d8bfffdc77d2248191c795c8ec470a4cd9ef5ab7d4532bed59fbc58c66a,runtime-trace.jsonl,3bd7ad78f0df16bd6a5cf517613585ce61b31033202770d499472875cb4c062b,raw.log,2dc15d8e39863acfb107f1666a26c4211315f96b0ea25794fef5c310dad2c19b,measured,S4.1-fabric-mpc-components,C_MPC,32,1,native,"[""sha256:532a8ccbe2aa5cc8d5d789fd51537f7e03d80aa07758509b75d4e14f13d76079""]",true,true,true,false,true,true,false,false,false,true,0,9,208950.968477
