modulus_bits,hash_to_prime_bits,user_count,run_id,seed,deployment_id,warmups_discarded,operation,layer,value,unit,latency_ms,scope,setup_included,rsa_setup_included,success,error
2048,256,500,2,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,2,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,hash_to_prime,regional,1.537900000,ms,1.537900000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,hash_to_prime,global,0.997000000,ms,0.997000000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,2.534900000,ms,2.534900000,sum for one regional and one global representative,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,member_addition,regional,1.000600000,ms,1.000600000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,member_addition,global,2.510500000,ms,2.510500000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,3.511100000,ms,3.511100000,sum of one regional and one global member addition,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,witness_generation,regional,233.827600000,ms,233.827600000,fresh witness for one active member,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,witness_generation,global,224.456000000,ms,224.456000000,fresh witness for one active member,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,458.283600000,ms,458.283600000,sum of regional and global witness generation,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,membership_verification,regional,1.018800000,ms,1.018800000,one current regional witness,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,membership_verification,global,2.006500000,ms,2.006500000,one current global witness,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,3.025300000,ms,3.025300000,sum of current regional and global verification,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,revocation,regional,234.593000000,ms,234.593000000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,revocation,global,228.194600000,ms,228.194600000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,462.787600000,ms,462.787600000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,210.041000000,ms,210.041000000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,238.246200000,ms,238.246200000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,448.287200000,ms,448.287200000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,3,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,hash_to_prime,regional,2.747300000,ms,2.747300000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,hash_to_prime,global,1.145200000,ms,1.145200000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,3.892500000,ms,3.892500000,sum for one regional and one global representative,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,member_addition,regional,2.505600000,ms,2.505600000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,member_addition,global,1.006500000,ms,1.006500000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,3.512100000,ms,3.512100000,sum of one regional and one global member addition,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,witness_generation,regional,228.443800000,ms,228.443800000,fresh witness for one active member,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,witness_generation,global,225.954800000,ms,225.954800000,fresh witness for one active member,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,454.398600000,ms,454.398600000,sum of regional and global witness generation,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,membership_verification,regional,0.507900000,ms,0.507900000,one current regional witness,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,membership_verification,global,2.531400000,ms,2.531400000,one current global witness,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,3.039300000,ms,3.039300000,sum of current regional and global verification,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,revocation,regional,240.560300000,ms,240.560300000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,revocation,global,230.635500000,ms,230.635500000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,471.195800000,ms,471.195800000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,221.508000000,ms,221.508000000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,244.448200000,ms,244.448200000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,465.956200000,ms,465.956200000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,4,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,hash_to_prime,regional,2.556600000,ms,2.556600000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,hash_to_prime,global,1.998600000,ms,1.998600000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,4.555200000,ms,4.555200000,sum for one regional and one global representative,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,member_addition,regional,1.450700000,ms,1.450700000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,member_addition,global,1.500600000,ms,1.500600000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,2.951300000,ms,2.951300000,sum of one regional and one global member addition,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,witness_generation,regional,252.529500000,ms,252.529500000,fresh witness for one active member,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,witness_generation,global,211.431400000,ms,211.431400000,fresh witness for one active member,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,463.960900000,ms,463.960900000,sum of regional and global witness generation,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,membership_verification,regional,1.845200000,ms,1.845200000,one current regional witness,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,membership_verification,global,2.002000000,ms,2.002000000,one current global witness,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,3.847200000,ms,3.847200000,sum of current regional and global verification,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,revocation,regional,211.264600000,ms,211.264600000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,revocation,global,219.870300000,ms,219.870300000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,431.134900000,ms,431.134900000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,222.102100000,ms,222.102100000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,225.082300000,ms,225.082300000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,447.184400000,ms,447.184400000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,5,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,hash_to_prime,regional,3.522900000,ms,3.522900000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,hash_to_prime,global,1.503700000,ms,1.503700000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,5.026600000,ms,5.026600000,sum for one regional and one global representative,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,member_addition,regional,1.804600000,ms,1.804600000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,member_addition,global,2.516800000,ms,2.516800000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,4.321400000,ms,4.321400000,sum of one regional and one global member addition,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,witness_generation,regional,266.879500000,ms,266.879500000,fresh witness for one active member,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,witness_generation,global,242.814900000,ms,242.814900000,fresh witness for one active member,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,509.694400000,ms,509.694400000,sum of regional and global witness generation,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,membership_verification,regional,3.328700000,ms,3.328700000,one current regional witness,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,membership_verification,global,1.507400000,ms,1.507400000,one current global witness,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,4.836100000,ms,4.836100000,sum of current regional and global verification,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,revocation,regional,254.592800000,ms,254.592800000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,revocation,global,287.809600000,ms,287.809600000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,542.402400000,ms,542.402400000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,237.610600000,ms,237.610600000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,203.356200000,ms,203.356200000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,440.966800000,ms,440.966800000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,6,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,hash_to_prime,regional,1.027100000,ms,1.027100000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,hash_to_prime,global,0.999900000,ms,0.999900000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,2.027000000,ms,2.027000000,sum for one regional and one global representative,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,member_addition,regional,1.998700000,ms,1.998700000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,member_addition,global,1.514000000,ms,1.514000000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,3.512700000,ms,3.512700000,sum of one regional and one global member addition,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,witness_generation,regional,228.636200000,ms,228.636200000,fresh witness for one active member,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,witness_generation,global,237.633400000,ms,237.633400000,fresh witness for one active member,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,466.269600000,ms,466.269600000,sum of regional and global witness generation,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,membership_verification,regional,1.503700000,ms,1.503700000,one current regional witness,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,membership_verification,global,1.007200000,ms,1.007200000,one current global witness,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,2.510900000,ms,2.510900000,sum of current regional and global verification,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,revocation,regional,220.046900000,ms,220.046900000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,revocation,global,240.005800000,ms,240.005800000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,460.052700000,ms,460.052700000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,218.434500000,ms,218.434500000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,228.725900000,ms,228.725900000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,447.160400000,ms,447.160400000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,7,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,hash_to_prime,regional,0.999000000,ms,0.999000000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,hash_to_prime,global,1.005200000,ms,1.005200000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,2.004200000,ms,2.004200000,sum for one regional and one global representative,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,member_addition,regional,2.023600000,ms,2.023600000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,member_addition,global,3.108400000,ms,3.108400000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,5.132000000,ms,5.132000000,sum of one regional and one global member addition,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,witness_generation,regional,223.327700000,ms,223.327700000,fresh witness for one active member,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,witness_generation,global,276.282900000,ms,276.282900000,fresh witness for one active member,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,499.610600000,ms,499.610600000,sum of regional and global witness generation,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,membership_verification,regional,2.608000000,ms,2.608000000,one current regional witness,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,membership_verification,global,1.008000000,ms,1.008000000,one current global witness,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,3.616000000,ms,3.616000000,sum of current regional and global verification,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,revocation,regional,243.710400000,ms,243.710400000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,revocation,global,214.842500000,ms,214.842500000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,458.552900000,ms,458.552900000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,230.075900000,ms,230.075900000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,279.245500000,ms,279.245500000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,509.321400000,ms,509.321400000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,8,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,hash_to_prime,regional,3.010400000,ms,3.010400000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,hash_to_prime,global,2.391800000,ms,2.391800000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,5.402200000,ms,5.402200000,sum for one regional and one global representative,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,member_addition,regional,2.840700000,ms,2.840700000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,member_addition,global,1.559300000,ms,1.559300000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,4.400000000,ms,4.400000000,sum of one regional and one global member addition,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,witness_generation,regional,250.152300000,ms,250.152300000,fresh witness for one active member,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,witness_generation,global,219.886700000,ms,219.886700000,fresh witness for one active member,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,470.039000000,ms,470.039000000,sum of regional and global witness generation,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,membership_verification,regional,1.512600000,ms,1.512600000,one current regional witness,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,membership_verification,global,2.029200000,ms,2.029200000,one current global witness,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,3.541800000,ms,3.541800000,sum of current regional and global verification,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,revocation,regional,227.671000000,ms,227.671000000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,revocation,global,251.448300000,ms,251.448300000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,479.119300000,ms,479.119300000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,236.596500000,ms,236.596500000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,220.880900000,ms,220.880900000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,457.477400000,ms,457.477400000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,9,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,hash_to_prime,regional,1.491400000,ms,1.491400000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,hash_to_prime,global,2.608400000,ms,2.608400000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,4.099800000,ms,4.099800000,sum for one regional and one global representative,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,member_addition,regional,1.963400000,ms,1.963400000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,member_addition,global,2.036400000,ms,2.036400000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,3.999800000,ms,3.999800000,sum of one regional and one global member addition,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,witness_generation,regional,267.638700000,ms,267.638700000,fresh witness for one active member,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,witness_generation,global,207.223200000,ms,207.223200000,fresh witness for one active member,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,474.861900000,ms,474.861900000,sum of regional and global witness generation,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,membership_verification,regional,2.631500000,ms,2.631500000,one current regional witness,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,membership_verification,global,1.010900000,ms,1.010900000,one current global witness,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,3.642400000,ms,3.642400000,sum of current regional and global verification,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,revocation,regional,238.331600000,ms,238.331600000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,revocation,global,233.180400000,ms,233.180400000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,471.512000000,ms,471.512000000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,224.183800000,ms,224.183800000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,235.934800000,ms,235.934800000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,460.118600000,ms,460.118600000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,10,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,hash_to_prime,regional,2.769100000,ms,2.769100000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,hash_to_prime,global,1.361300000,ms,1.361300000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,4.130400000,ms,4.130400000,sum for one regional and one global representative,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,member_addition,regional,3.353700000,ms,3.353700000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,member_addition,global,2.028800000,ms,2.028800000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,5.382500000,ms,5.382500000,sum of one regional and one global member addition,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,witness_generation,regional,238.745300000,ms,238.745300000,fresh witness for one active member,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,witness_generation,global,217.582500000,ms,217.582500000,fresh witness for one active member,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,two_layer_claim_generation,two_layer,456.327800000,ms,456.327800000,sum of regional and global witness generation,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,membership_verification,regional,2.348600000,ms,2.348600000,one current regional witness,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,membership_verification,global,1.504000000,ms,1.504000000,one current global witness,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,two_layer_membership_verification,two_layer,3.852600000,ms,3.852600000,sum of current regional and global verification,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,revocation,regional,236.743100000,ms,236.743100000,remove one member and recompute the regional accumulator,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,revocation,global,240.667600000,ms,240.667600000,remove one member and recompute the global accumulator,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,two_layer_revocation,two_layer,477.410700000,ms,477.410700000,sum of regional and global removal/recomputation,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,regional,223.989400000,ms,223.989400000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,single_witness_refresh_after_revocation,global,223.090300000,ms,223.090300000,refresh one remaining member witness; not all members,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,two_layer_single_witness_refresh_after_revocation,two_layer,447.079700000,ms,447.079700000,sum for one remaining member's regional and global witnesses; not all members,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,membership_claim_json_size,two_layer,1920.000000000,bytes,,one regional+global context-bound membership claim JSON,false,false,true,
2048,256,500,11,2026,local-e2-production-2048,1,public_accumulator_state_json_size,two_layer,48350.000000000,bytes,,two public accumulator states including active prime representatives; no RSA factors,false,false,true,
2048,256,500,12,2026,local-e2-production-2048,1,hash_to_prime,regional,2.407700000,ms,2.407700000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,12,2026,local-e2-production-2048,1,hash_to_prime,global,1.005100000,ms,1.005100000,one deterministic 256-bit prime representative; prime search included; RSA setup excluded,false,false,true,
2048,256,500,12,2026,local-e2-production-2048,1,two_layer_hash_to_prime,two_layer,3.412800000,ms,3.412800000,sum for one regional and one global representative,false,false,true,
2048,256,500,12,2026,local-e2-production-2048,1,member_addition,regional,2.512200000,ms,2.512200000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,12,2026,local-e2-production-2048,1,member_addition,global,1.537700000,ms,1.537700000,add one member to an identical n-1 active-member state,false,false,true,
2048,256,500,12,2026,local-e2-production-2048,1,two_layer_member_addition,two_layer,4.049900000,ms,4.049900000,sum of one regional and one global member addition,false,false,true,
