batch_size,run_id,seed,warmups_discarded,inner_repeat,descriptor_hash_ms,batch_hash_ms,hmac_generate_ms,hmac_verify_ms,signature_generate_ms,signature_verify_ms,total_preprocess_ms,pipeline_with_verification_ms,batch_hash_hex_chars,batch_digest_bytes,signature_der_bytes,success,error,protocol_version
50,54,52026,20,20,0.051895000,0.050045000,,,0.073445000,0.155385000,0.175385000,0.330770000,64,32,70,true,,PP-RETF-PREPROCESSING-v2
50,55,52026,20,20,0.063560000,0.000000000,,,0.075160000,0.170810000,0.138720000,0.309530000,64,32,72,true,,PP-RETF-PREPROCESSING-v2
50,56,52026,20,20,0.000000000,0.050570000,,,0.000000000,0.260525000,0.050570000,0.311095000,64,32,72,true,,PP-RETF-PREPROCESSING-v2
50,57,52026,20,20,0.025355000,0.000000000,,,0.050395000,0.209045000,0.075750000,0.284795000,64,32,72,true,,PP-RETF-PREPROCESSING-v2
50,58,52026,20,20,0.050150000,0.000000000,,,0.049865000,0.204990000,0.100015000,0.305005000,64,32,70,true,,PP-RETF-PREPROCESSING-v2
50,59,52026,20,20,0.000000000,0.000000000,,,0.070260000,0.149780000,0.070260000,0.220040000,64,32,70,true,,PP-RETF-PREPROCESSING-v2
50,60,52026,20,20,0.062990000,0.000000000,,,0.050620000,0.215370000,0.113610000,0.328980000,64,32,70,true,,PP-RETF-PREPROCESSING-v2
50,61,52026,20,20,0.000000000,0.050415000,,,0.000000000,0.193855000,0.050415000,0.244270000,64,32,72,true,,PP-RETF-PREPROCESSING-v2
50,62,52026,20,20,0.050510000,0.000000000,,,0.057235000,0.125970000,0.107745000,0.233715000,64,32,72,true,,PP-RETF-PREPROCESSING-v2
50,63,52026,20,20,0.072615000,0.000000000,,,0.050540000,0.171325000,0.123155000,0.294480000,64,32,71,true,,PP-RETF-PREPROCESSING-v2
50,64,52026,20,20,0.072850000,0.000000000,,,0.063395000,0.176730000,0.136245000,0.312975000,64,32,72,true,,PP-RETF-PREPROCESSING-v2
50,65,52026,20,20,0.050145000,0.000000000,,,0.061025000,0.199985000,0.111170000,0.311155000,64,32,71,true,,PP-RETF-PREPROCESSING-v2
50,66,52026,20,20,0.053635000,0.000000000,,,0.050300000,0.209350000,0.103935000,0.313285000,64,32,71,true,,PP-RETF-PREPROCESSING-v2
50,67,52026,20,20,0.071545000,0.000000000,,,0.049950000,0.175600000,0.121495000,0.297095000,64,32,70,true,,PP-RETF-PREPROCESSING-v2
50,68,52026,20,20,0.056520000,0.000000000,,,0.050005000,0.115745000,0.106525000,0.222270000,64,32,71,true,,PP-RETF-PREPROCESSING-v2
50,69,52026,20,20,0.072575000,0.050520000,,,0.000000000,0.201815000,0.123095000,0.324910000,64,32,70,true,,PP-RETF-PREPROCESSING-v2
50,70,52026,20,20,0.049980000,0.000000000,,,0.049960000,0.150150000,0.099940000,0.250090000,64,32,71,true,,PP-RETF-PREPROCESSING-v2
50,71,52026,20,20,0.100010000,0.000000000,,,0.075290000,0.150450000,0.175300000,0.325750000,64,32,72,true,,PP-RETF-PREPROCESSING-v2
50,72,52026,20,20,0.073300000,0.000000000,,,0.117745000,0.175405000,0.191045000,0.366450000,64,32,71,true,,PP-RETF-PREPROCESSING-v2
50,73,52026,20,20,0.000000000,0.050400000,,,0.049920000,0.167765000,0.100320000,0.268085000,64,32,70,true,,PP-RETF-PREPROCESSING-v2
50,74,52026,20,20,0.049985000,0.000000000,,,0.049970000,0.275515000,0.099955000,0.375470000,64,32,71,true,,PP-RETF-PREPROCESSING-v2
