variant,run_id,paired_block_id,order_position,deployment_index,deployment_id,seed,warmups_discarded_per_deployment,users,orders,matched_pairs,input_hash,semantic_hash,canonical_result_hash,local_matching_ms,preprocessing_ms,membership_ms,committee_ms,proposal_build_ms,endorsement_ms,ordering_submit_ms,event_wait_ms,finalization_ms,state_query_ms,total_ms,success,error
RETF_C,11,11,1,2,e5-d2-20260713T121119.183794400,202226,1,10,10,8,cda9af53522612f118adf7803ae5f5fbc8aabcb961d3a8f751021ba314ef2661,b1c8009af9e09e3cc6e5aaf99bc3b9bb500e4381f71b1830b7e506c395cf8c5f,7c48a1f04acd2d5f40ff66023da2cac49b47f114984fa458d2938a645830470a,0.000000000,0.000000000,0.000000000,3.754200000,0.000000000,8.062200000,2.621600000,2048.432600000,2059.116400000,4.726400000,2068.133900000,true,
RETF_H,11,11,2,2,e5-d2-20260713T121119.183794400,202226,1,10,10,8,cda9af53522612f118adf7803ae5f5fbc8aabcb961d3a8f751021ba314ef2661,b1c8009af9e09e3cc6e5aaf99bc3b9bb500e4381f71b1830b7e506c395cf8c5f,7c48a1f04acd2d5f40ff66023da2cac49b47f114984fa458d2938a645830470a,0.522300000,0.000000000,0.000000000,0.000000000,0.531200000,6.376300000,2.705700000,2040.927700000,2050.540900000,5.677700000,2056.740900000,true,
Plain_RETF,11,11,3,2,e5-d2-20260713T121119.183794400,202226,1,10,10,8,cda9af53522612f118adf7803ae5f5fbc8aabcb961d3a8f751021ba314ef2661,b1c8009af9e09e3cc6e5aaf99bc3b9bb500e4381f71b1830b7e506c395cf8c5f,7c48a1f04acd2d5f40ff66023da2cac49b47f114984fa458d2938a645830470a,0.523400000,0.000000000,0.000000000,0.000000000,0.000000000,6.353800000,2.222200000,2050.366200000,2058.942200000,5.509800000,2064.975400000,true,
PP_RETF,11,11,4,2,e5-d2-20260713T121119.183794400,202226,1,10,10,8,cda9af53522612f118adf7803ae5f5fbc8aabcb961d3a8f751021ba314ef2661,b1c8009af9e09e3cc6e5aaf99bc3b9bb500e4381f71b1830b7e506c395cf8c5f,7c48a1f04acd2d5f40ff66023da2cac49b47f114984fa458d2938a645830470a,0.000000000,0.000000000,429.953400000,3.223700000,0.527300000,290.677900000,10.019700000,2050.873400000,2352.098300000,5.889500000,2791.688900000,true,
RETF_A,11,11,5,2,e5-d2-20260713T121119.183794400,202226,1,10,10,8,cda9af53522612f118adf7803ae5f5fbc8aabcb961d3a8f751021ba314ef2661,b1c8009af9e09e3cc6e5aaf99bc3b9bb500e4381f71b1830b7e506c395cf8c5f,7c48a1f04acd2d5f40ff66023da2cac49b47f114984fa458d2938a645830470a,0.511200000,0.000000000,436.329000000,0.000000000,0.000000000,299.099000000,3.194400000,2046.116000000,2348.409400000,5.475500000,2791.238900000,true,
RETF_A,12,12,1,2,e5-d2-20260713T121119.183794400,202326,1,10,10,8,905ac9675626409dc53bd59ec3f20bf26ccd6905f8823eadae18b1687992f964,f2558b9af763b3941208eef3850550b0cf8e02a45e2853d744dee4c0da529e69,24d40ab2e43dbd1074b1f8cf443b33fd266cc9a81210f24aff4c28e34aa78496,0.705300000,0.000000000,457.288700000,0.000000000,0.000000000,299.168900000,3.189000000,2053.196700000,2355.554600000,5.488300000,2819.572500000,true,
RETF_C,12,12,2,2,e5-d2-20260713T121119.183794400,202326,1,10,10,8,905ac9675626409dc53bd59ec3f20bf26ccd6905f8823eadae18b1687992f964,f2558b9af763b3941208eef3850550b0cf8e02a45e2853d744dee4c0da529e69,24d40ab2e43dbd1074b1f8cf443b33fd266cc9a81210f24aff4c28e34aa78496,0.000000000,0.000000000,0.000000000,3.702300000,0.000000000,8.012100000,2.102300000,2048.191000000,2058.305400000,4.690500000,2066.698200000,true,
PP_RETF,12,12,3,2,e5-d2-20260713T121119.183794400,202326,1,10,10,8,905ac9675626409dc53bd59ec3f20bf26ccd6905f8823eadae18b1687992f964,f2558b9af763b3941208eef3850550b0cf8e02a45e2853d744dee4c0da529e69,24d40ab2e43dbd1074b1f8cf443b33fd266cc9a81210f24aff4c28e34aa78496,0.000000000,0.000000000,430.375200000,3.798100000,0.000000000,292.376200000,10.581400000,2038.320100000,2341.277700000,5.515500000,2780.966500000,true,
Plain_RETF,12,12,4,2,e5-d2-20260713T121119.183794400,202326,1,10,10,8,905ac9675626409dc53bd59ec3f20bf26ccd6905f8823eadae18b1687992f964,f2558b9af763b3941208eef3850550b0cf8e02a45e2853d744dee4c0da529e69,24d40ab2e43dbd1074b1f8cf443b33fd266cc9a81210f24aff4c28e34aa78496,0.526200000,0.000000000,0.000000000,0.000000000,0.000000000,6.476100000,2.122000000,2057.302000000,2065.900100000,6.045800000,2072.472100000,true,
RETF_H,12,12,5,2,e5-d2-20260713T121119.183794400,202326,1,10,10,8,905ac9675626409dc53bd59ec3f20bf26ccd6905f8823eadae18b1687992f964,f2558b9af763b3941208eef3850550b0cf8e02a45e2853d744dee4c0da529e69,24d40ab2e43dbd1074b1f8cf443b33fd266cc9a81210f24aff4c28e34aa78496,1.662300000,0.000000000,0.000000000,0.000000000,0.000000000,8.450600000,3.321200000,2047.458500000,2059.230300000,5.502800000,2066.395400000,true,
RETF_H,13,13,1,2,e5-d2-20260713T121119.183794400,202426,1,10,10,8,a5118b542c1ae7c6ed71bedf321d6810c01834eeacb409ecbb121bae862a6f31,e589a2f647e0d1e957991c317dd71400e58a7f06f777665457e12d1c8cbeb916,cfe7307ec758af8beeb10545110f10fe92bb85aef86feb9a84b62bafaeb18e25,0.521000000,0.000000000,0.000000000,0.000000000,0.000000000,8.061300000,2.135600000,2046.737800000,2056.934700000,5.474100000,2062.929800000,true,
RETF_C,13,13,2,2,e5-d2-20260713T121119.183794400,202426,1,10,10,8,a5118b542c1ae7c6ed71bedf321d6810c01834eeacb409ecbb121bae862a6f31,e589a2f647e0d1e957991c317dd71400e58a7f06f777665457e12d1c8cbeb916,cfe7307ec758af8beeb10545110f10fe92bb85aef86feb9a84b62bafaeb18e25,0.000000000,0.000000000,0.000000000,4.326600000,0.000000000,7.759200000,2.145200000,2045.711000000,2055.615400000,4.712800000,2064.654800000,true,
RETF_A,13,13,3,2,e5-d2-20260713T121119.183794400,202426,1,10,10,8,a5118b542c1ae7c6ed71bedf321d6810c01834eeacb409ecbb121bae862a6f31,e589a2f647e0d1e957991c317dd71400e58a7f06f777665457e12d1c8cbeb916,cfe7307ec758af8beeb10545110f10fe92bb85aef86feb9a84b62bafaeb18e25,0.504100000,0.000000000,429.201300000,0.000000000,0.000000000,285.831600000,2.113800000,2040.668400000,2328.613800000,5.528800000,2763.848000000,true,
Plain_RETF,13,13,4,2,e5-d2-20260713T121119.183794400,202426,1,10,10,8,a5118b542c1ae7c6ed71bedf321d6810c01834eeacb409ecbb121bae862a6f31,e589a2f647e0d1e957991c317dd71400e58a7f06f777665457e12d1c8cbeb916,cfe7307ec758af8beeb10545110f10fe92bb85aef86feb9a84b62bafaeb18e25,0.525900000,0.000000000,0.000000000,0.000000000,0.000000000,7.430700000,2.108400000,2046.145600000,2055.684700000,5.252000000,2061.462600000,true,
PP_RETF,13,13,5,2,e5-d2-20260713T121119.183794400,202426,1,10,10,8,a5118b542c1ae7c6ed71bedf321d6810c01834eeacb409ecbb121bae862a6f31,e589a2f647e0d1e957991c317dd71400e58a7f06f777665457e12d1c8cbeb916,cfe7307ec758af8beeb10545110f10fe92bb85aef86feb9a84b62bafaeb18e25,0.000000000,0.000000000,451.059800000,3.896400000,0.000000000,293.997600000,2.645900000,2041.649200000,2338.292700000,5.826200000,2799.599400000,true,
RETF_A,14,14,1,2,e5-d2-20260713T121119.183794400,202526,1,10,10,8,3e86846eadb36e9ad0c7d517ddb74bfd885d75c7d4ebf69b50b15a1584e55357,761c184af465b9d197959772ce46f08cb1df41961fc37a5c452aa69fc0b2416d,1b5a35f052642c83e3540ea1cb73e34b4ad67f938f7e3c14e763f62ed5f7f094,1.682000000,0.000000000,475.670900000,0.000000000,0.543100000,331.320100000,4.352300000,2036.148800000,2372.364300000,5.311600000,2855.028800000,true,
RETF_C,14,14,2,2,e5-d2-20260713T121119.183794400,202526,1,10,10,8,3e86846eadb36e9ad0c7d517ddb74bfd885d75c7d4ebf69b50b15a1584e55357,761c184af465b9d197959772ce46f08cb1df41961fc37a5c452aa69fc0b2416d,1b5a35f052642c83e3540ea1cb73e34b4ad67f938f7e3c14e763f62ed5f7f094,0.000000000,0.000000000,0.000000000,3.676400000,0.000000000,8.004200000,2.649500000,2048.382200000,2059.035900000,5.325800000,2068.038100000,true,
RETF_H,14,14,3,2,e5-d2-20260713T121119.183794400,202526,1,10,10,8,3e86846eadb36e9ad0c7d517ddb74bfd885d75c7d4ebf69b50b15a1584e55357,761c184af465b9d197959772ce46f08cb1df41961fc37a5c452aa69fc0b2416d,1b5a35f052642c83e3540ea1cb73e34b4ad67f938f7e3c14e763f62ed5f7f094,0.000000000,0.524600000,0.000000000,0.000000000,0.530700000,7.531500000,2.122900000,2040.820200000,2051.005300000,5.917300000,2057.447200000,true,
Plain_RETF,14,14,4,2,e5-d2-20260713T121119.183794400,202526,1,10,10,8,3e86846eadb36e9ad0c7d517ddb74bfd885d75c7d4ebf69b50b15a1584e55357,761c184af465b9d197959772ce46f08cb1df41961fc37a5c452aa69fc0b2416d,1b5a35f052642c83e3540ea1cb73e34b4ad67f938f7e3c14e763f62ed5f7f094,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,6.360200000,2.134400000,2037.587600000,2046.082200000,5.252100000,2051.844800000,true,
PP_RETF,14,14,5,2,e5-d2-20260713T121119.183794400,202526,1,10,10,8,3e86846eadb36e9ad0c7d517ddb74bfd885d75c7d4ebf69b50b15a1584e55357,761c184af465b9d197959772ce46f08cb1df41961fc37a5c452aa69fc0b2416d,1b5a35f052642c83e3540ea1cb73e34b4ad67f938f7e3c14e763f62ed5f7f094,0.000000000,0.000000000,445.382000000,4.389800000,0.000000000,292.754300000,3.530600000,2046.057800000,2342.342700000,5.886100000,2798.000600000,true,
RETF_A,15,15,1,2,e5-d2-20260713T121119.183794400,202626,1,10,10,8,8fd8bce097369538926db1ec5fa8668b9ee50e089b4857ec1aa90e43de9e33ed,2f46c106e4cbb9f5dd3a0d8d4608914cd8c8c31ce164f711b6379c216fa375d7,6968009800756717466849cef849e375dc5d56a5dd27d5d79358b76adcb50a56,0.505700000,0.000000000,461.147700000,0.000000000,0.000000000,300.573500000,3.711300000,2046.288600000,2350.573400000,5.290100000,2817.516900000,true,
RETF_H,15,15,2,2,e5-d2-20260713T121119.183794400,202626,1,10,10,8,8fd8bce097369538926db1ec5fa8668b9ee50e089b4857ec1aa90e43de9e33ed,2f46c106e4cbb9f5dd3a0d8d4608914cd8c8c31ce164f711b6379c216fa375d7,6968009800756717466849cef849e375dc5d56a5dd27d5d79358b76adcb50a56,0.528400000,0.000000000,0.000000000,0.000000000,0.000000000,7.452800000,2.101400000,2041.626900000,2051.181100000,5.333600000,2057.043100000,true,
RETF_C,15,15,3,2,e5-d2-20260713T121119.183794400,202626,1,10,10,8,8fd8bce097369538926db1ec5fa8668b9ee50e089b4857ec1aa90e43de9e33ed,2f46c106e4cbb9f5dd3a0d8d4608914cd8c8c31ce164f711b6379c216fa375d7,6968009800756717466849cef849e375dc5d56a5dd27d5d79358b76adcb50a56,0.000000000,0.000000000,0.000000000,3.755800000,0.000000000,6.837300000,3.214900000,2046.405500000,2056.457700000,5.339400000,2065.552900000,true,
Plain_RETF,15,15,4,2,e5-d2-20260713T121119.183794400,202626,1,10,10,8,8fd8bce097369538926db1ec5fa8668b9ee50e089b4857ec1aa90e43de9e33ed,2f46c106e4cbb9f5dd3a0d8d4608914cd8c8c31ce164f711b6379c216fa375d7,6968009800756717466849cef849e375dc5d56a5dd27d5d79358b76adcb50a56,0.528700000,0.000000000,0.000000000,0.000000000,0.000000000,5.891400000,2.717600000,2039.068000000,2047.677000000,5.237200000,2053.442900000,true,
PP_RETF,15,15,5,2,e5-d2-20260713T121119.183794400,202626,1,10,10,8,8fd8bce097369538926db1ec5fa8668b9ee50e089b4857ec1aa90e43de9e33ed,2f46c106e4cbb9f5dd3a0d8d4608914cd8c8c31ce164f711b6379c216fa375d7,6968009800756717466849cef849e375dc5d56a5dd27d5d79358b76adcb50a56,0.000000000,0.000000000,433.240500000,5.445900000,0.000000000,290.198600000,2.632100000,2043.226900000,2336.057600000,5.962800000,2780.706800000,true,
RETF_C,16,16,1,2,e5-d2-20260713T121119.183794400,202726,1,10,10,8,95de89e485a1557c6a1fef7b8413d32905d00f10d762febb134f3a0dbfe0f3fa,0a22267de3404b6e996356893b3a112e9701c3cd12db5843e8ea2ae4771a4489,37975459c68488fd310e2b51d8f598f499aab9042d5768843b8a81eebc33512b,0.000000000,0.000000000,0.000000000,3.815400000,0.549400000,8.359100000,2.120100000,2044.134400000,2055.163000000,5.782400000,2064.760800000,true,
Plain_RETF,16,16,2,2,e5-d2-20260713T121119.183794400,202726,1,10,10,8,95de89e485a1557c6a1fef7b8413d32905d00f10d762febb134f3a0dbfe0f3fa,0a22267de3404b6e996356893b3a112e9701c3cd12db5843e8ea2ae4771a4489,37975459c68488fd310e2b51d8f598f499aab9042d5768843b8a81eebc33512b,0.524100000,0.000000000,0.000000000,0.000000000,0.000000000,7.540700000,3.184400000,2045.431100000,2056.156200000,5.329600000,2062.009900000,true,
PP_RETF,16,16,3,2,e5-d2-20260713T121119.183794400,202726,1,10,10,8,95de89e485a1557c6a1fef7b8413d32905d00f10d762febb134f3a0dbfe0f3fa,0a22267de3404b6e996356893b3a112e9701c3cd12db5843e8ea2ae4771a4489,37975459c68488fd310e2b51d8f598f499aab9042d5768843b8a81eebc33512b,0.000000000,0.000000000,438.775600000,3.180700000,0.000000000,289.437700000,3.288200000,2047.093600000,2339.819500000,5.356700000,2787.132500000,true,
RETF_A,16,16,4,2,e5-d2-20260713T121119.183794400,202726,1,10,10,8,95de89e485a1557c6a1fef7b8413d32905d00f10d762febb134f3a0dbfe0f3fa,0a22267de3404b6e996356893b3a112e9701c3cd12db5843e8ea2ae4771a4489,37975459c68488fd310e2b51d8f598f499aab9042d5768843b8a81eebc33512b,0.569700000,0.000000000,430.223900000,0.000000000,0.000000000,288.663700000,2.134500000,2044.878200000,2335.676400000,5.354700000,2772.360500000,true,
RETF_H,16,16,5,2,e5-d2-20260713T121119.183794400,202726,1,10,10,8,95de89e485a1557c6a1fef7b8413d32905d00f10d762febb134f3a0dbfe0f3fa,0a22267de3404b6e996356893b3a112e9701c3cd12db5843e8ea2ae4771a4489,37975459c68488fd310e2b51d8f598f499aab9042d5768843b8a81eebc33512b,0.528700000,0.000000000,0.000000000,0.000000000,0.000000000,6.890600000,1.584800000,2043.478500000,2051.953900000,4.708300000,2057.190900000,true,
PP_RETF,17,17,1,2,e5-d2-20260713T121119.183794400,202826,1,10,10,8,ecc600388cfb58f872e06f05060ab157d2353402d02de220606ae49e654e1fb9,28de3078c100d9cef4c0640815f2b3d154360a2b6cd9220b062c14ee40b13c07,08700506bc9c04cd03b77a7b0f515f78ca52471c6a27be7856c485308f2a98f9,0.000000000,0.000000000,467.108900000,4.903500000,0.526800000,306.828600000,2.643000000,2047.366700000,2357.365100000,4.680900000,2834.577900000,true,
RETF_H,17,17,2,2,e5-d2-20260713T121119.183794400,202826,1,10,10,8,ecc600388cfb58f872e06f05060ab157d2353402d02de220606ae49e654e1fb9,28de3078c100d9cef4c0640815f2b3d154360a2b6cd9220b062c14ee40b13c07,08700506bc9c04cd03b77a7b0f515f78ca52471c6a27be7856c485308f2a98f9,0.527800000,0.000000000,0.000000000,0.000000000,0.000000000,7.515000000,2.645400000,2046.416100000,2056.576500000,5.773100000,2062.877400000,true,
RETF_C,17,17,3,2,e5-d2-20260713T121119.183794400,202826,1,10,10,8,ecc600388cfb58f872e06f05060ab157d2353402d02de220606ae49e654e1fb9,28de3078c100d9cef4c0640815f2b3d154360a2b6cd9220b062c14ee40b13c07,08700506bc9c04cd03b77a7b0f515f78ca52471c6a27be7856c485308f2a98f9,0.000000000,0.000000000,0.000000000,3.135600000,0.000000000,7.995200000,2.109000000,2040.527800000,2050.632000000,5.304000000,2059.071600000,true,
RETF_A,17,17,4,2,e5-d2-20260713T121119.183794400,202826,1,10,10,8,ecc600388cfb58f872e06f05060ab157d2353402d02de220606ae49e654e1fb9,28de3078c100d9cef4c0640815f2b3d154360a2b6cd9220b062c14ee40b13c07,08700506bc9c04cd03b77a7b0f515f78ca52471c6a27be7856c485308f2a98f9,0.998800000,0.000000000,431.402000000,0.000000000,0.000000000,290.132500000,2.115800000,2041.880200000,2334.128500000,5.899500000,2772.428800000,true,
Plain_RETF,17,17,5,2,e5-d2-20260713T121119.183794400,202826,1,10,10,8,ecc600388cfb58f872e06f05060ab157d2353402d02de220606ae49e654e1fb9,28de3078c100d9cef4c0640815f2b3d154360a2b6cd9220b062c14ee40b13c07,08700506bc9c04cd03b77a7b0f515f78ca52471c6a27be7856c485308f2a98f9,0.521400000,0.000000000,0.000000000,0.000000000,0.000000000,6.377400000,2.118800000,2046.332300000,2054.828500000,5.313100000,2061.192700000,true,
Plain_RETF,18,18,1,2,e5-d2-20260713T121119.183794400,202926,1,10,10,8,8020275361395af9b24a77a14cabcb9433b3ba6e94b743859089c111762575a5,d0d40e987e4ed34f1a6a26c4667d4ac6cfebe8d6390e410926ebc710af640bce,f8840638a07a43494657c73e78fb80366972815a288258f88451d5f226278269,0.525300000,0.000000000,0.000000000,0.000000000,0.000000000,7.513400000,2.667300000,2044.391600000,2054.572300000,5.907300000,2061.529700000,true,
PP_RETF,18,18,2,2,e5-d2-20260713T121119.183794400,202926,1,10,10,8,8020275361395af9b24a77a14cabcb9433b3ba6e94b743859089c111762575a5,d0d40e987e4ed34f1a6a26c4667d4ac6cfebe8d6390e410926ebc710af640bce,f8840638a07a43494657c73e78fb80366972815a288258f88451d5f226278269,0.000000000,0.000000000,457.984100000,4.269900000,0.000000000,285.649900000,3.793300000,2041.610200000,2331.053400000,4.744700000,2798.574100000,true,
RETF_C,18,18,3,2,e5-d2-20260713T121119.183794400,202926,1,10,10,8,8020275361395af9b24a77a14cabcb9433b3ba6e94b743859089c111762575a5,d0d40e987e4ed34f1a6a26c4667d4ac6cfebe8d6390e410926ebc710af640bce,f8840638a07a43494657c73e78fb80366972815a288258f88451d5f226278269,0.000000000,0.000000000,0.000000000,3.727600000,0.000000000,7.444500000,2.102800000,2043.879800000,2053.427100000,6.472300000,2063.627000000,true,
RETF_A,18,18,4,2,e5-d2-20260713T121119.183794400,202926,1,10,10,8,8020275361395af9b24a77a14cabcb9433b3ba6e94b743859089c111762575a5,d0d40e987e4ed34f1a6a26c4667d4ac6cfebe8d6390e410926ebc710af640bce,f8840638a07a43494657c73e78fb80366972815a288258f88451d5f226278269,0.506100000,0.000000000,437.757400000,0.000000000,0.531400000,285.157900000,2.635000000,2041.930000000,2330.254300000,5.813800000,2774.331600000,true,
RETF_H,18,18,5,2,e5-d2-20260713T121119.183794400,202926,1,10,10,8,8020275361395af9b24a77a14cabcb9433b3ba6e94b743859089c111762575a5,d0d40e987e4ed34f1a6a26c4667d4ac6cfebe8d6390e410926ebc710af640bce,f8840638a07a43494657c73e78fb80366972815a288258f88451d5f226278269,0.519900000,0.000000000,0.000000000,0.000000000,0.000000000,6.988800000,2.109800000,2046.930100000,2056.028700000,4.202000000,2061.279600000,true,
PP_RETF,19,19,1,2,e5-d2-20260713T121119.183794400,203026,1,10,10,8,cedaca15c0091b70af2526dbde371505f50958f26e3cb647f57abb9572c234d2,a911b8473524f924f97a86bfadadd58dd6252cdd5ec9ab79397f7379509fedbd,1bd4ebe1ce5218faaccaa70ab46baad7c549d2c29a930be6e2cf36a75d3b95ce,0.000000000,0.506500000,469.546100000,3.161700000,0.000000000,317.982400000,3.281800000,2050.931400000,2372.195600000,5.375200000,2851.313500000,true,
Plain_RETF,19,19,2,2,e5-d2-20260713T121119.183794400,203026,1,10,10,8,cedaca15c0091b70af2526dbde371505f50958f26e3cb647f57abb9572c234d2,a911b8473524f924f97a86bfadadd58dd6252cdd5ec9ab79397f7379509fedbd,1bd4ebe1ce5218faaccaa70ab46baad7c549d2c29a930be6e2cf36a75d3b95ce,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5.819700000,2.687100000,2039.169500000,2047.676300000,5.829900000,2054.090900000,true,
RETF_A,19,19,3,2,e5-d2-20260713T121119.183794400,203026,1,10,10,8,cedaca15c0091b70af2526dbde371505f50958f26e3cb647f57abb9572c234d2,a911b8473524f924f97a86bfadadd58dd6252cdd5ec9ab79397f7379509fedbd,1bd4ebe1ce5218faaccaa70ab46baad7c549d2c29a930be6e2cf36a75d3b95ce,0.000000000,0.000000000,456.460600000,0.000000000,0.000000000,295.322000000,2.639100000,2049.177800000,2347.138900000,5.265300000,2808.864800000,true,
RETF_H,19,19,4,2,e5-d2-20260713T121119.183794400,203026,1,10,10,8,cedaca15c0091b70af2526dbde371505f50958f26e3cb647f57abb9572c234d2,a911b8473524f924f97a86bfadadd58dd6252cdd5ec9ab79397f7379509fedbd,1bd4ebe1ce5218faaccaa70ab46baad7c549d2c29a930be6e2cf36a75d3b95ce,0.535200000,0.000000000,0.000000000,0.000000000,0.000000000,7.459200000,2.164200000,2047.453200000,2057.076600000,4.802800000,2062.414600000,true,
RETF_C,19,19,5,2,e5-d2-20260713T121119.183794400,203026,1,10,10,8,cedaca15c0091b70af2526dbde371505f50958f26e3cb647f57abb9572c234d2,a911b8473524f924f97a86bfadadd58dd6252cdd5ec9ab79397f7379509fedbd,1bd4ebe1ce5218faaccaa70ab46baad7c549d2c29a930be6e2cf36a75d3b95ce,0.000000000,0.000000000,0.000000000,3.669000000,0.000000000,7.420900000,2.176500000,2044.896300000,2054.493700000,4.718800000,2062.881500000,true,
RETF_H,20,20,1,2,e5-d2-20260713T121119.183794400,203126,1,10,10,8,4bc3827b099eaaa4d7164255c1e1935596f952fbdbed7b2fbc6c3c5233a57b56,1a19d5aab28164392b6bc73ee5589c6a7e65734cb7a2b78b0e07ae1799f5b4ab,fc4b22e2fa26cd9e5aaa04942a31b7076ab0cfab871a9b7d384aba25f51ea145,0.524000000,0.000000000,0.000000000,0.000000000,0.000000000,8.431400000,2.709800000,2041.800500000,2052.941700000,4.711000000,2058.176700000,true,
RETF_A,20,20,2,2,e5-d2-20260713T121119.183794400,203126,1,10,10,8,4bc3827b099eaaa4d7164255c1e1935596f952fbdbed7b2fbc6c3c5233a57b56,1a19d5aab28164392b6bc73ee5589c6a7e65734cb7a2b78b0e07ae1799f5b4ab,fc4b22e2fa26cd9e5aaa04942a31b7076ab0cfab871a9b7d384aba25f51ea145,0.000000000,0.000000000,449.684200000,0.000000000,0.000000000,292.949100000,3.156900000,2043.677600000,2339.783600000,5.446800000,2794.914600000,true,
PP_RETF,20,20,3,2,e5-d2-20260713T121119.183794400,203126,1,10,10,8,4bc3827b099eaaa4d7164255c1e1935596f952fbdbed7b2fbc6c3c5233a57b56,1a19d5aab28164392b6bc73ee5589c6a7e65734cb7a2b78b0e07ae1799f5b4ab,fc4b22e2fa26cd9e5aaa04942a31b7076ab0cfab871a9b7d384aba25f51ea145,0.000000000,0.506500000,433.743700000,3.721300000,0.000000000,301.088400000,3.194200000,2047.297700000,2351.580300000,5.497300000,2795.049100000,true,
RETF_C,20,20,4,2,e5-d2-20260713T121119.183794400,203126,1,10,10,8,4bc3827b099eaaa4d7164255c1e1935596f952fbdbed7b2fbc6c3c5233a57b56,1a19d5aab28164392b6bc73ee5589c6a7e65734cb7a2b78b0e07ae1799f5b4ab,fc4b22e2fa26cd9e5aaa04942a31b7076ab0cfab871a9b7d384aba25f51ea145,0.000000000,0.000000000,0.000000000,3.167700000,0.000000000,7.388200000,2.672200000,2041.334500000,2051.394900000,4.709300000,2059.790800000,true,
Plain_RETF,20,20,5,2,e5-d2-20260713T121119.183794400,203126,1,10,10,8,4bc3827b099eaaa4d7164255c1e1935596f952fbdbed7b2fbc6c3c5233a57b56,1a19d5aab28164392b6bc73ee5589c6a7e65734cb7a2b78b0e07ae1799f5b4ab,fc4b22e2fa26cd9e5aaa04942a31b7076ab0cfab871a9b7d384aba25f51ea145,0.523300000,0.000000000,0.000000000,0.000000000,0.000000000,5.763600000,2.624900000,2041.017700000,2049.406200000,6.327700000,2056.257200000,true,
PP_RETF,21,21,1,3,e5-d3-20260713T121337.834860900,302226,1,10,10,8,93d9f260a13f96e8a013b4916940356b79bbbaf396abb2da70b51600017fe7f2,a12f18ed6328ff149eab07fbd8c0d14d9f33a1b78971082d60b563aba6a46544,922c3628fc6d9dcb9c3a779a441479e746d0ba6ff8971f18e65d200934ae3624,0.000000000,0.000000000,417.679100000,4.162100000,0.000000000,275.228700000,2.666400000,2040.765800000,2318.660900000,6.455000000,2747.461900000,true,
RETF_A,21,21,2,3,e5-d3-20260713T121337.834860900,302226,1,10,10,8,93d9f260a13f96e8a013b4916940356b79bbbaf396abb2da70b51600017fe7f2,a12f18ed6328ff149eab07fbd8c0d14d9f33a1b78971082d60b563aba6a46544,922c3628fc6d9dcb9c3a779a441479e746d0ba6ff8971f18e65d200934ae3624,0.514000000,0.000000000,425.835800000,0.000000000,0.000000000,278.293700000,2.142900000,2046.416900000,2326.853500000,5.555200000,2758.758500000,true,
RETF_C,21,21,3,3,e5-d3-20260713T121337.834860900,302226,1,10,10,8,93d9f260a13f96e8a013b4916940356b79bbbaf396abb2da70b51600017fe7f2,a12f18ed6328ff149eab07fbd8c0d14d9f33a1b78971082d60b563aba6a46544,922c3628fc6d9dcb9c3a779a441479e746d0ba6ff8971f18e65d200934ae3624,0.000000000,0.000000000,0.000000000,3.160200000,0.000000000,7.899000000,2.206500000,2040.100700000,2050.206200000,4.724500000,2058.090900000,true,
RETF_H,21,21,4,3,e5-d3-20260713T121337.834860900,302226,1,10,10,8,93d9f260a13f96e8a013b4916940356b79bbbaf396abb2da70b51600017fe7f2,a12f18ed6328ff149eab07fbd8c0d14d9f33a1b78971082d60b563aba6a46544,922c3628fc6d9dcb9c3a779a441479e746d0ba6ff8971f18e65d200934ae3624,0.523100000,0.000000000,0.000000000,0.000000000,0.000000000,6.968200000,2.648900000,2047.168200000,2056.785300000,5.243700000,2062.552100000,true,
Plain_RETF,21,21,5,3,e5-d3-20260713T121337.834860900,302226,1,10,10,8,93d9f260a13f96e8a013b4916940356b79bbbaf396abb2da70b51600017fe7f2,a12f18ed6328ff149eab07fbd8c0d14d9f33a1b78971082d60b563aba6a46544,922c3628fc6d9dcb9c3a779a441479e746d0ba6ff8971f18e65d200934ae3624,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,6.297600000,2.610200000,2044.394900000,2053.302700000,4.719800000,2059.175000000,true,
RETF_A,22,22,1,3,e5-d3-20260713T121337.834860900,302326,1,10,10,8,44ec9709e33ab388399101c44da1e52332b4ecb65186273417aebe2e31d2cbb8,18d9f6c98df77d7e1129507a84325b8c3a317d41aaab46dc3cd02fbcb66fb66e,c42cb0daffa65a6c31108713f4f6bf5cd0f44ef8392491ac66f7a0d1a04cfed7,1.609300000,0.000000000,451.834600000,0.000000000,0.000000000,321.711800000,3.204500000,2052.147500000,2377.063800000,6.081900000,2836.589600000,true,
Plain_RETF,22,22,2,3,e5-d3-20260713T121337.834860900,302326,1,10,10,8,44ec9709e33ab388399101c44da1e52332b4ecb65186273417aebe2e31d2cbb8,18d9f6c98df77d7e1129507a84325b8c3a317d41aaab46dc3cd02fbcb66fb66e,c42cb0daffa65a6c31108713f4f6bf5cd0f44ef8392491ac66f7a0d1a04cfed7,0.524000000,0.000000000,0.000000000,0.000000000,0.000000000,7.941100000,2.651200000,2046.448400000,2057.040700000,4.776800000,2062.868100000,true,
