orders,committee_size,t_priv,t_sig,run_id,seed,warmups_discarded,process_model,computation_mode,matched_pairs,input_encode_ms,sharing_ms,share_transfer_ms,reconstruction_ms,secure_sort_ms,plaintext_compute_sign_http_ms,threshold_response_ms,signature_verify_aggregate_ms,total_ms,request_payload_bytes,response_payload_bytes,total_payload_bytes,application_rounds,success,error
50,5,not_applicable_plaintext,3,13,5052039,5,independent_os_processes,committee-side plaintext comparison prototype,44,0.633700000,,,,,3.589700000,2.888800000,6.383500000,10.606900000,51055,391445,442500,1,true,
50,5,not_applicable_plaintext,3,14,5052040,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.512800000,,,,,3.306400000,2.756000000,7.273400000,11.092600000,51065,411715,462780,1,true,
50,5,not_applicable_plaintext,3,15,5052041,5,independent_os_processes,committee-side plaintext comparison prototype,46,0.000000000,,,,,4.305200000,3.763300000,7.428300000,11.733500000,51030,405135,456165,1,true,
50,5,not_applicable_plaintext,3,16,5052042,5,independent_os_processes,committee-side plaintext comparison prototype,48,0.000000000,,,,,3.861300000,3.861300000,7.954900000,11.816200000,51075,418365,469440,1,true,
50,5,not_applicable_plaintext,3,17,5052043,5,independent_os_processes,committee-side plaintext comparison prototype,46,0.000000000,,,,,4.467500000,3.932600000,6.310600000,10.778100000,51045,405055,456100,1,true,
50,5,not_applicable_plaintext,3,18,5052044,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,4.389300000,3.843300000,7.012400000,11.401700000,50985,410915,461900,1,true,
50,5,not_applicable_plaintext,3,19,5052045,5,independent_os_processes,committee-side plaintext comparison prototype,46,0.000000000,,,,,3.757300000,3.210300000,5.861400000,9.618700000,51065,404685,455750,1,true,
50,5,not_applicable_plaintext,3,20,5052046,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.525100000,,,,,3.884100000,3.349000000,6.854900000,11.264100000,51040,424925,475965,1,true,
50,5,not_applicable_plaintext,3,21,5052047,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.000000000,,,,,3.252200000,3.252200000,8.626200000,11.878400000,51010,423895,474905,1,true,
50,5,not_applicable_plaintext,3,22,5052048,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.000000000,,,,,3.670300000,3.670300000,8.786000000,12.456300000,51015,424655,475670,1,true,
50,5,not_applicable_plaintext,3,23,5052049,5,independent_os_processes,committee-side plaintext comparison prototype,44,0.000000000,,,,,4.357400000,4.357400000,6.856100000,11.213500000,51035,390525,441560,1,true,
50,5,not_applicable_plaintext,3,24,5052050,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.000000000,,,,,4.441400000,2.827200000,6.823600000,11.265000000,51055,424855,475910,1,true,
50,5,not_applicable_plaintext,3,25,5052051,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.523600000,,,,,3.286600000,2.745200000,7.965400000,11.775600000,50965,424835,475800,1,true,
50,5,not_applicable_plaintext,3,26,5052052,5,independent_os_processes,committee-side plaintext comparison prototype,44,0.000000000,,,,,4.829600000,3.759600000,5.938900000,10.768500000,51090,391205,442295,1,true,
50,5,not_applicable_plaintext,3,27,5052053,5,independent_os_processes,committee-side plaintext comparison prototype,48,0.540100000,,,,,4.335100000,3.786600000,8.070200000,12.945400000,51015,418115,469130,1,true,
50,5,not_applicable_plaintext,3,28,5052054,5,independent_os_processes,committee-side plaintext comparison prototype,48,0.000000000,,,,,3.802200000,3.258800000,6.320900000,10.123100000,51025,418525,469550,1,true,
50,5,not_applicable_plaintext,3,29,5052055,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.000000000,,,,,4.525800000,4.525800000,6.846600000,11.372400000,51025,424935,475960,1,true,
50,5,not_applicable_plaintext,3,30,5052056,5,independent_os_processes,committee-side plaintext comparison prototype,48,0.000000000,,,,,3.721900000,3.721900000,6.361000000,10.082900000,51035,418355,469390,1,true,
100,5,not_applicable_plaintext,3,1,5102027,5,independent_os_processes,committee-side plaintext comparison prototype,96,0.000000000,,,,,5.984300000,5.456400000,12.698700000,18.683000000,100860,826195,927055,1,true,
100,5,not_applicable_plaintext,3,2,5102028,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,5.954700000,5.422800000,13.373500000,19.328200000,100940,844285,945225,1,true,
100,5,not_applicable_plaintext,3,3,5102029,5,independent_os_processes,committee-side plaintext comparison prototype,88,0.529400000,,,,,5.439000000,4.908000000,12.069100000,18.037500000,101010,774175,875185,1,true,
100,5,not_applicable_plaintext,3,4,5102030,5,independent_os_processes,committee-side plaintext comparison prototype,92,0.000000000,,,,,6.514900000,6.514900000,12.704300000,19.219200000,101020,800575,901595,1,true,
100,5,not_applicable_plaintext,3,5,5102031,5,independent_os_processes,committee-side plaintext comparison prototype,91,0.522600000,,,,,5.936800000,5.399800000,12.569500000,19.028900000,100770,793095,893865,1,true,
100,5,not_applicable_plaintext,3,6,5102032,5,independent_os_processes,committee-side plaintext comparison prototype,98,0.000000000,,,,,5.877900000,5.343900000,11.902500000,17.780400000,100990,839515,940505,1,true,
100,5,not_applicable_plaintext,3,7,5102033,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,5.726400000,4.673400000,14.637200000,20.363600000,100915,846135,947050,1,true,
100,5,not_applicable_plaintext,3,8,5102034,5,independent_os_processes,committee-side plaintext comparison prototype,89,0.000000000,,,,,6.911600000,6.339100000,13.445000000,20.356600000,100870,778355,879225,1,true,
100,5,not_applicable_plaintext,3,9,5102035,5,independent_os_processes,committee-side plaintext comparison prototype,97,0.526700000,,,,,5.381600000,5.381600000,13.406600000,19.314900000,100855,833095,933950,1,true,
100,5,not_applicable_plaintext,3,10,5102036,5,independent_os_processes,committee-side plaintext comparison prototype,97,0.000000000,,,,,5.941700000,5.941700000,12.118600000,18.060300000,100955,832455,933410,1,true,
100,5,not_applicable_plaintext,3,11,5102037,5,independent_os_processes,committee-side plaintext comparison prototype,97,0.526300000,,,,,5.367500000,4.230900000,12.099200000,17.993000000,100980,833705,934685,1,true,
100,5,not_applicable_plaintext,3,12,5102038,5,independent_os_processes,committee-side plaintext comparison prototype,89,0.000000000,,,,,5.593800000,5.057100000,10.997900000,16.591700000,100945,779725,880670,1,true,
100,5,not_applicable_plaintext,3,13,5102039,5,independent_os_processes,committee-side plaintext comparison prototype,98,0.000000000,,,,,6.617600000,6.617600000,13.835100000,20.452700000,100785,838735,939520,1,true,
100,5,not_applicable_plaintext,3,14,5102040,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,5.441300000,5.441300000,13.199500000,18.640800000,100920,846685,947605,1,true,
100,5,not_applicable_plaintext,3,15,5102041,5,independent_os_processes,committee-side plaintext comparison prototype,94,0.511100000,,,,,5.506700000,4.947600000,13.329700000,19.347500000,100915,813345,914260,1,true,
100,5,not_applicable_plaintext,3,16,5102042,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,7.129600000,7.129600000,13.181000000,20.310600000,100975,847075,948050,1,true,
100,5,not_applicable_plaintext,3,17,5102043,5,independent_os_processes,committee-side plaintext comparison prototype,96,0.000000000,,,,,5.991500000,4.931600000,13.186900000,19.178400000,101005,826485,927490,1,true,
100,5,not_applicable_plaintext,3,18,5102044,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,5.979300000,4.835800000,12.750200000,18.729500000,100935,846425,947360,1,true,
100,5,not_applicable_plaintext,3,19,5102045,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,6.789300000,6.789300000,13.770000000,20.559300000,100970,846515,947485,1,true,
100,5,not_applicable_plaintext,3,20,5102046,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,6.550100000,6.022800000,14.924000000,21.474100000,100925,845575,946500,1,true,
100,5,not_applicable_plaintext,3,21,5102047,5,independent_os_processes,committee-side plaintext comparison prototype,90,0.000000000,,,,,6.433300000,5.913600000,10.994700000,17.428000000,100880,786105,886985,1,true,
100,5,not_applicable_plaintext,3,22,5102048,5,independent_os_processes,committee-side plaintext comparison prototype,98,0.000000000,,,,,5.774800000,5.229100000,16.431100000,22.205900000,100950,839505,940455,1,true,
100,5,not_applicable_plaintext,3,23,5102049,5,independent_os_processes,committee-side plaintext comparison prototype,93,0.000000000,,,,,6.312700000,5.772300000,15.079200000,21.391900000,100885,806505,907390,1,true,
100,5,not_applicable_plaintext,3,24,5102050,5,independent_os_processes,committee-side plaintext comparison prototype,97,0.000000000,,,,,9.930700000,7.103000000,14.584200000,24.514900000,100970,833935,934905,1,true,
100,5,not_applicable_plaintext,3,25,5102051,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,6.557800000,5.478000000,14.355600000,20.913400000,101085,846845,947930,1,true,
100,5,not_applicable_plaintext,3,26,5102052,5,independent_os_processes,committee-side plaintext comparison prototype,95,0.000000000,,,,,6.115400000,5.480800000,12.241200000,18.356600000,100970,820235,921205,1,true,
100,5,not_applicable_plaintext,3,27,5102053,5,independent_os_processes,committee-side plaintext comparison prototype,97,0.515500000,,,,,5.366000000,4.826600000,12.113000000,17.994500000,100810,832975,933785,1,true,
100,5,not_applicable_plaintext,3,28,5102054,5,independent_os_processes,committee-side plaintext comparison prototype,91,0.000000000,,,,,4.999600000,4.999600000,11.636800000,16.636400000,100915,793205,894120,1,true,
100,5,not_applicable_plaintext,3,29,5102055,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.524600000,,,,,6.778500000,6.778500000,13.620300000,20.923400000,100990,846455,947445,1,true,
100,5,not_applicable_plaintext,3,30,5102056,5,independent_os_processes,committee-side plaintext comparison prototype,99,0.000000000,,,,,6.476500000,4.875600000,13.260800000,19.737300000,100980,846605,947585,1,true,
500,5,not_applicable_plaintext,3,1,5502027,5,independent_os_processes,committee-side plaintext comparison prototype,475,1.100000000,,,,,23.916900000,21.214600000,53.036600000,78.053500000,500080,4060665,4560745,1,true,
500,5,not_applicable_plaintext,3,2,5502028,5,independent_os_processes,committee-side plaintext comparison prototype,496,0.999900000,,,,,35.126400000,22.048100000,54.180400000,90.306700000,500150,4201055,4701205,1,true,
500,5,not_applicable_plaintext,3,3,5502029,5,independent_os_processes,committee-side plaintext comparison prototype,496,1.089400000,,,,,22.095500000,21.564900000,58.092900000,81.277800000,500285,4199925,4700210,1,true,
500,5,not_applicable_plaintext,3,4,5502030,5,independent_os_processes,committee-side plaintext comparison prototype,477,1.504100000,,,,,19.660000000,19.137000000,57.971600000,79.135700000,500225,4071825,4572050,1,true,
500,5,not_applicable_plaintext,3,5,5502031,5,independent_os_processes,committee-side plaintext comparison prototype,491,0.000000000,,,,,22.603300000,20.956900000,54.520700000,77.124000000,500350,4164705,4665055,1,true,
500,5,not_applicable_plaintext,3,6,5502032,5,independent_os_processes,committee-side plaintext comparison prototype,491,1.006200000,,,,,24.094700000,22.425800000,57.678400000,82.779300000,500340,4167375,4667715,1,true,
500,5,not_applicable_plaintext,3,7,5502033,5,independent_os_processes,committee-side plaintext comparison prototype,491,1.241100000,,,,,22.635200000,21.432000000,55.845400000,79.721700000,500225,4166665,4666890,1,true,
500,5,not_applicable_plaintext,3,8,5502034,5,independent_os_processes,committee-side plaintext comparison prototype,498,1.006000000,,,,,19.682400000,19.682400000,65.448200000,86.136600000,500155,4214315,4714470,1,true,
500,5,not_applicable_plaintext,3,9,5502035,5,independent_os_processes,committee-side plaintext comparison prototype,499,0.506700000,,,,,27.888200000,26.704600000,58.712600000,87.107500000,499955,4217735,4717690,1,true,
500,5,not_applicable_plaintext,3,10,5502036,5,independent_os_processes,committee-side plaintext comparison prototype,488,1.521600000,,,,,31.707700000,18.470900000,60.067300000,93.296600000,500185,4146415,4646600,1,true,
500,5,not_applicable_plaintext,3,11,5502037,5,independent_os_processes,committee-side plaintext comparison prototype,480,0.000000000,,,,,25.813000000,25.813000000,54.408200000,80.221200000,500560,4089435,4589995,1,true,
500,5,not_applicable_plaintext,3,12,5502038,5,independent_os_processes,committee-side plaintext comparison prototype,483,0.998600000,,,,,42.652700000,21.709500000,55.505200000,99.156500000,499980,4111545,4611525,1,true,
500,5,not_applicable_plaintext,3,13,5502039,5,independent_os_processes,committee-side plaintext comparison prototype,494,0.997100000,,,,,21.252000000,20.108100000,57.452900000,79.702000000,500505,4186925,4687430,1,true,
500,5,not_applicable_plaintext,3,14,5502040,5,independent_os_processes,committee-side plaintext comparison prototype,499,1.000300000,,,,,22.289200000,20.612000000,54.241700000,77.531200000,500530,4221195,4721725,1,true,
500,5,not_applicable_plaintext,3,15,5502041,5,independent_os_processes,committee-side plaintext comparison prototype,497,0.521500000,,,,,21.475100000,19.339000000,57.046900000,79.043500000,500265,4207345,4707610,1,true,
500,5,not_applicable_plaintext,3,16,5502042,5,independent_os_processes,committee-side plaintext comparison prototype,491,0.995400000,,,,,24.944100000,24.402200000,60.752000000,86.691500000,500255,4165865,4666120,1,true,
500,5,not_applicable_plaintext,3,17,5502043,5,independent_os_processes,committee-side plaintext comparison prototype,492,0.524600000,,,,,24.060100000,23.521900000,58.171600000,82.756300000,500310,4172825,4673135,1,true,
500,5,not_applicable_plaintext,3,18,5502044,5,independent_os_processes,committee-side plaintext comparison prototype,484,1.532600000,,,,,22.295400000,21.764900000,55.937700000,79.765700000,500375,4116835,4617210,1,true,
500,5,not_applicable_plaintext,3,19,5502045,5,independent_os_processes,committee-side plaintext comparison prototype,464,0.000000000,,,,,24.390300000,23.324000000,55.602600000,79.992900000,500350,3983865,4484215,1,true,
500,5,not_applicable_plaintext,3,20,5502046,5,independent_os_processes,committee-side plaintext comparison prototype,493,0.000000000,,,,,22.683100000,21.050400000,63.593300000,86.276400000,500220,4178605,4678825,1,true,
500,5,not_applicable_plaintext,3,21,5502047,5,independent_os_processes,committee-side plaintext comparison prototype,499,0.533100000,,,,,27.753700000,26.101600000,59.872700000,88.159500000,500170,4219105,4719275,1,true,
500,5,not_applicable_plaintext,3,22,5502048,5,independent_os_processes,committee-side plaintext comparison prototype,488,1.465500000,,,,,25.914800000,22.701000000,61.216900000,88.597200000,500525,4146545,4647070,1,true,
500,5,not_applicable_plaintext,3,23,5502049,5,independent_os_processes,committee-side plaintext comparison prototype,492,1.000300000,,,,,25.006800000,22.220500000,58.156600000,84.163700000,500365,4172645,4673010,1,true,
500,5,not_applicable_plaintext,3,24,5502050,5,independent_os_processes,committee-side plaintext comparison prototype,498,1.005800000,,,,,45.262800000,24.482500000,52.966900000,99.235500000,500320,4213205,4713525,1,true,
500,5,not_applicable_plaintext,3,25,5502051,5,independent_os_processes,committee-side plaintext comparison prototype,490,0.000000000,,,,,24.833200000,23.232600000,60.390800000,85.224000000,499960,4158075,4658035,1,true,
500,5,not_applicable_plaintext,3,26,5502052,5,independent_os_processes,committee-side plaintext comparison prototype,495,0.000000000,,,,,23.689800000,20.985500000,59.753900000,83.443700000,500110,4191565,4691675,1,true,
500,5,not_applicable_plaintext,3,27,5502053,5,independent_os_processes,committee-side plaintext comparison prototype,490,1.007500000,,,,,23.473400000,21.765600000,63.021100000,87.502000000,500250,4158285,4658535,1,true,
500,5,not_applicable_plaintext,3,28,5502054,5,independent_os_processes,committee-side plaintext comparison prototype,493,0.000000000,,,,,24.717400000,19.684400000,68.946800000,93.664200000,500270,4180265,4680535,1,true,
500,5,not_applicable_plaintext,3,29,5502055,5,independent_os_processes,committee-side plaintext comparison prototype,494,1.000500000,,,,,27.643200000,25.422500000,61.894000000,90.537700000,500280,4185625,4685905,1,true,
500,5,not_applicable_plaintext,3,30,5502056,5,independent_os_processes,committee-side plaintext comparison prototype,482,0.996300000,,,,,25.866000000,24.261400000,65.888600000,92.750900000,500025,4104705,4604730,1,true,
1000,5,not_applicable_plaintext,3,1,6002027,5,independent_os_processes,committee-side plaintext comparison prototype,986,1.000500000,,,,,53.895000000,45.685700000,116.046900000,170.942400000,999545,8349945,9349490,1,true,
1000,5,not_applicable_plaintext,3,2,6002028,5,independent_os_processes,committee-side plaintext comparison prototype,993,0.999800000,,,,,57.367600000,55.358300000,121.323500000,179.690900000,999425,8397195,9396620,1,true,
1000,5,not_applicable_plaintext,3,3,6002029,5,independent_os_processes,committee-side plaintext comparison prototype,977,2.067000000,,,,,53.144000000,51.010900000,124.298600000,179.509600000,999330,8288855,9288185,1,true,
1000,5,not_applicable_plaintext,3,4,6002030,5,independent_os_processes,committee-side plaintext comparison prototype,988,2.001400000,,,,,50.982500000,47.460500000,117.116900000,170.100800000,999510,8361875,9361385,1,true,
1000,5,not_applicable_plaintext,3,5,6002031,5,independent_os_processes,committee-side plaintext comparison prototype,991,2.174200000,,,,,50.127600000,48.506600000,108.558300000,160.860100000,999055,8378255,9377310,1,true,
1000,5,not_applicable_plaintext,3,6,6002032,5,independent_os_processes,committee-side plaintext comparison prototype,990,1.000000000,,,,,57.654100000,54.075000000,121.915300000,180.569400000,999535,8377375,9376910,1,true,
1000,5,not_applicable_plaintext,3,7,6002033,5,independent_os_processes,committee-side plaintext comparison prototype,982,1.999900000,,,,,48.385600000,47.312000000,108.637000000,159.022500000,999455,8324275,9323730,1,true,
1000,5,not_applicable_plaintext,3,8,6002034,5,independent_os_processes,committee-side plaintext comparison prototype,999,1.000000000,,,,,51.517000000,46.097700000,105.881300000,158.398300000,999390,8436055,9435445,1,true,
1000,5,not_applicable_plaintext,3,9,6002035,5,independent_os_processes,committee-side plaintext comparison prototype,999,1.998900000,,,,,43.485900000,40.781200000,109.828500000,155.313300000,999410,8437475,9436885,1,true,
1000,5,not_applicable_plaintext,3,10,6002036,5,independent_os_processes,committee-side plaintext comparison prototype,993,1.185400000,,,,,64.073600000,47.790900000,110.618900000,175.877900000,999745,8396415,9396160,1,true,
1000,5,not_applicable_plaintext,3,11,6002037,5,independent_os_processes,committee-side plaintext comparison prototype,981,1.999300000,,,,,47.640300000,44.880700000,109.929600000,159.569200000,999500,8316915,9316415,1,true,
1000,5,not_applicable_plaintext,3,12,6002038,5,independent_os_processes,committee-side plaintext comparison prototype,984,1.000000000,,,,,65.605000000,46.575100000,116.092300000,182.697300000,999740,8336135,9335875,1,true,
1000,5,not_applicable_plaintext,3,13,6002039,5,independent_os_processes,committee-side plaintext comparison prototype,995,1.999700000,,,,,66.678100000,58.827900000,120.548600000,189.226400000,999215,8409565,9408780,1,true,
1000,5,not_applicable_plaintext,3,14,6002040,5,independent_os_processes,committee-side plaintext comparison prototype,981,2.515400000,,,,,64.707500000,62.949700000,119.531400000,186.754300000,999390,8316115,9315505,1,true,
1000,5,not_applicable_plaintext,3,15,6002041,5,independent_os_processes,committee-side plaintext comparison prototype,979,2.001200000,,,,,51.345200000,48.683900000,118.998300000,172.344700000,999655,8302055,9301710,1,true,
1000,5,not_applicable_plaintext,3,16,6002042,5,independent_os_processes,committee-side plaintext comparison prototype,991,1.000900000,,,,,57.941600000,56.172000000,108.946300000,167.888800000,999745,8386245,9385990,1,true,
1000,5,not_applicable_plaintext,3,17,6002043,5,independent_os_processes,committee-side plaintext comparison prototype,993,0.999600000,,,,,41.838700000,40.811600000,114.704700000,157.543000000,999400,8394985,9394385,1,true,
1000,5,not_applicable_plaintext,3,18,6002044,5,independent_os_processes,committee-side plaintext comparison prototype,993,1.001700000,,,,,56.200800000,53.637700000,121.855600000,179.058100000,999040,8392355,9391395,1,true,
1000,5,not_applicable_plaintext,3,19,6002045,5,independent_os_processes,committee-side plaintext comparison prototype,999,2.099700000,,,,,60.600400000,45.828600000,120.290300000,182.990400000,999620,8436895,9436515,1,true,
1000,5,not_applicable_plaintext,3,20,6002046,5,independent_os_processes,committee-side plaintext comparison prototype,962,1.505000000,,,,,51.199500000,48.340000000,105.553900000,158.258400000,999125,8189105,9188230,1,true,
1000,5,not_applicable_plaintext,3,21,6002047,5,independent_os_processes,committee-side plaintext comparison prototype,983,1.000300000,,,,,51.487100000,49.359300000,118.795700000,171.283100000,999450,8332745,9332195,1,true,
1000,5,not_applicable_plaintext,3,22,6002048,5,independent_os_processes,committee-side plaintext comparison prototype,996,2.904800000,,,,,51.471200000,47.102200000,109.779000000,164.155000000,999370,8416515,9415885,1,true,
1000,5,not_applicable_plaintext,3,23,6002049,5,independent_os_processes,committee-side plaintext comparison prototype,980,2.510700000,,,,,42.398600000,40.384000000,107.109400000,152.018700000,999545,8309315,9308860,1,true,
1000,5,not_applicable_plaintext,3,24,6002050,5,independent_os_processes,committee-side plaintext comparison prototype,994,1.997300000,,,,,44.560600000,42.027800000,110.595900000,157.153800000,999220,8399575,9398795,1,true,
1000,5,not_applicable_plaintext,3,25,6002051,5,independent_os_processes,committee-side plaintext comparison prototype,981,1.514700000,,,,,50.639200000,48.476400000,113.160500000,165.314400000,999620,8318485,9318105,1,true,
1000,5,not_applicable_plaintext,3,26,6002052,5,independent_os_processes,committee-side plaintext comparison prototype,992,1.001200000,,,,,49.651200000,46.412500000,109.969900000,160.622300000,999205,8386675,9385880,1,true,
1000,5,not_applicable_plaintext,3,27,6002053,5,independent_os_processes,committee-side plaintext comparison prototype,966,0.998300000,,,,,50.776800000,49.669300000,107.915100000,159.690200000,999230,8218765,9217995,1,true,
1000,5,not_applicable_plaintext,3,28,6002054,5,independent_os_processes,committee-side plaintext comparison prototype,974,1.001400000,,,,,54.864400000,52.120400000,111.362400000,167.228200000,999315,8267545,9266860,1,true,
1000,5,not_applicable_plaintext,3,29,6002055,5,independent_os_processes,committee-side plaintext comparison prototype,990,1.001300000,,,,,49.545300000,47.803200000,113.637900000,164.184500000,999665,8379035,9378700,1,true,
1000,5,not_applicable_plaintext,3,30,6002056,5,independent_os_processes,committee-side plaintext comparison prototype,977,2.775800000,,,,,55.461700000,44.826400000,107.569400000,165.806900000,999600,8292615,9292215,1,true,
50,7,not_applicable_plaintext,4,1,7052027,5,independent_os_processes,committee-side plaintext comparison prototype,43,0.000000000,,,,,3.248200000,3.248200000,8.980900000,12.229100000,71456,539273,610729,1,true,
50,7,not_applicable_plaintext,4,2,7052028,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,3.866900000,3.866900000,8.941300000,12.808200000,71463,576961,648424,1,true,
50,7,not_applicable_plaintext,4,3,7052029,5,independent_os_processes,committee-side plaintext comparison prototype,48,0.525300000,,,,,3.259000000,2.704300000,9.067100000,12.851400000,71337,584591,655928,1,true,
50,7,not_applicable_plaintext,4,4,7052030,5,independent_os_processes,committee-side plaintext comparison prototype,42,0.000000000,,,,,3.886100000,3.886100000,7.964700000,11.850800000,71365,529249,600614,1,true,
50,7,not_applicable_plaintext,4,5,7052031,5,independent_os_processes,committee-side plaintext comparison prototype,41,0.000000000,,,,,3.272800000,2.726800000,7.879200000,11.152000000,71407,519295,590702,1,true,
50,7,not_applicable_plaintext,4,6,7052032,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,4.750900000,4.750900000,8.473900000,13.224800000,71456,576247,647703,1,true,
50,7,not_applicable_plaintext,4,7,7052033,5,independent_os_processes,committee-side plaintext comparison prototype,46,0.000000000,,,,,3.865300000,3.322100000,9.572700000,13.438000000,71407,566531,637938,1,true,
50,7,not_applicable_plaintext,4,8,7052034,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.530200000,,,,,5.318100000,4.243500000,13.310500000,19.158800000,71449,595259,666708,1,true,
50,7,not_applicable_plaintext,4,9,7052035,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,3.506100000,3.506100000,10.626700000,14.132800000,71281,576051,647332,1,true,
50,7,not_applicable_plaintext,4,10,7052036,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,3.382400000,2.835000000,8.577400000,11.959800000,71442,575351,646793,1,true,
50,7,not_applicable_plaintext,4,11,7052037,5,independent_os_processes,committee-side plaintext comparison prototype,44,0.525900000,,,,,4.985300000,3.803400000,10.054900000,15.566100000,71526,548611,620137,1,true,
50,7,not_applicable_plaintext,4,12,7052038,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,4.294500000,4.294500000,9.524400000,13.818900000,71253,576247,647500,1,true,
50,7,not_applicable_plaintext,4,13,7052039,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.000000000,,,,,3.958200000,3.418300000,10.642300000,14.600500000,71435,594965,666400,1,true,
50,7,not_applicable_plaintext,4,14,7052040,5,independent_os_processes,committee-side plaintext comparison prototype,48,0.000000000,,,,,4.434000000,4.434000000,9.703100000,14.137100000,71428,585445,656873,1,true,
50,7,not_applicable_plaintext,4,15,7052041,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,3.807900000,3.256000000,10.702900000,14.510800000,71435,576177,647612,1,true,
50,7,not_applicable_plaintext,4,16,7052042,5,independent_os_processes,committee-side plaintext comparison prototype,48,0.531000000,,,,,3.870200000,3.870200000,10.817200000,15.218400000,71442,585571,657013,1,true,
50,7,not_applicable_plaintext,4,17,7052043,5,independent_os_processes,committee-side plaintext comparison prototype,41,0.531000000,,,,,3.328800000,3.328800000,8.654300000,12.514100000,71358,520247,591605,1,true,
50,7,not_applicable_plaintext,4,18,7052044,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.533400000,,,,,5.107700000,3.952600000,10.288500000,15.929600000,71540,576261,647801,1,true,
50,7,not_applicable_plaintext,4,19,7052045,5,independent_os_processes,committee-side plaintext comparison prototype,45,0.000000000,,,,,4.995100000,4.445400000,10.682400000,15.677500000,71484,557697,629181,1,true,
50,7,not_applicable_plaintext,4,20,7052046,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,4.983100000,4.983100000,11.253600000,16.236700000,71421,576163,647584,1,true,
50,7,not_applicable_plaintext,4,21,7052047,5,independent_os_processes,committee-side plaintext comparison prototype,46,0.000000000,,,,,4.861500000,4.861500000,10.167700000,15.029200000,71393,566503,637896,1,true,
50,7,not_applicable_plaintext,4,22,7052048,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.530300000,,,,,3.844300000,3.844300000,10.224200000,14.598800000,71400,594867,666267,1,true,
50,7,not_applicable_plaintext,4,23,7052049,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,5.088100000,4.555400000,9.675200000,14.763300000,71316,575547,646863,1,true,
50,7,not_applicable_plaintext,4,24,7052050,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,4.341900000,3.800500000,10.177400000,14.519300000,71337,575491,646828,1,true,
50,7,not_applicable_plaintext,4,25,7052051,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.000000000,,,,,3.858600000,3.858600000,9.669400000,13.528000000,71365,594601,665966,1,true,
50,7,not_applicable_plaintext,4,26,7052052,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.526900000,,,,,4.980700000,4.415100000,11.180200000,16.687800000,71358,594405,665763,1,true,
50,7,not_applicable_plaintext,4,27,7052053,5,independent_os_processes,committee-side plaintext comparison prototype,45,0.000000000,,,,,5.286100000,4.228000000,9.103600000,14.389700000,71386,558355,629741,1,true,
50,7,not_applicable_plaintext,4,28,7052054,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,5.145000000,5.145000000,10.089600000,15.234600000,71428,576345,647773,1,true,
50,7,not_applicable_plaintext,4,29,7052055,5,independent_os_processes,committee-side plaintext comparison prototype,47,0.000000000,,,,,4.280200000,3.229500000,9.014700000,13.294900000,71365,575701,647066,1,true,
50,7,not_applicable_plaintext,4,30,7052056,5,independent_os_processes,committee-side plaintext comparison prototype,49,0.000000000,,,,,4.381600000,3.845800000,9.525300000,13.906900000,71400,594965,666365,1,true,
100,7,not_applicable_plaintext,4,1,7102027,5,independent_os_processes,committee-side plaintext comparison prototype,96,0.562000000,,,,,10.036900000,8.833100000,19.826300000,30.425200000,141225,1157639,1298864,1,true,
