experiment,source_file,group_json,metric,n_total,n_success,n_numeric,success_rate,mean,median,sample_sd,p95_nearest_rank,mean_ci95_lower,mean_ci95_upper,t_critical_975,minimum,maximum
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""5"",""t_sig"":""3""}",total_ms,30,30,30,1.000000000,85.311833333,84.693850000,6.149055893,99.156500000,83.015740692,87.607925975,2.045227358,77.124000000,99.235500000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""5"",""t_sig"":""3""}",request_payload_bytes,30,30,30,1.000000000,500252.500000000,500260.000000000,161.686958082,500530.000000000,500192.125165047,500312.874834953,2.045227358,499955.000000000,500560.000000000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""5"",""t_sig"":""3""}",response_payload_bytes,30,30,30,1.000000000,4159171.333333333,4170010.000000000,54694.610368238,4219105.000000000,4138748.052983637,4179594.613683030,2.045227358,3983865.000000000,4221195.000000000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""5"",""t_sig"":""3""}",total_payload_bytes,30,30,30,1.000000000,4659423.833333333,4670362.500000000,54692.175347865,4719275.000000000,4639001.462234171,4679846.204432495,2.045227358,4484215.000000000,4721725.000000000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",input_encode_ms,30,30,30,1.000000000,0.856153333,1.000050000,0.594343970,1.515000000,0.634221896,1.078084771,2.045227358,0.000000000,2.138600000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",plaintext_compute_sign_http_ms,30,30,30,1.000000000,35.508283333,34.748850000,7.434172393,49.114800000,32.732320841,38.284245826,2.045227358,23.443600000,51.080900000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",threshold_response_ms,30,30,30,1.000000000,27.669283333,27.497250000,3.062715731,31.855900000,26.525647762,28.812918905,2.045227358,20.207800000,32.091100000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",signature_verify_aggregate_ms,30,30,30,1.000000000,81.495796667,80.543700000,6.106876972,90.933500000,79.215453876,83.776139458,2.045227358,71.387300000,95.389600000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",total_ms,30,30,30,1.000000000,117.860233333,117.096400000,9.862995807,131.781900000,114.177334285,121.543132381,2.045227358,97.137800000,134.450600000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",request_payload_bytes,30,30,30,1.000000000,700355.366666667,700385.000000000,236.266285092,700742.000000000,700267.143484435,700443.589848899,2.045227358,699930.000000000,700763.000000000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",response_payload_bytes,30,30,30,1.000000000,5808468.133333334,5804771.000000000,72317.144600869,5908497.000000000,5781464.497905102,5835471.768761566,2.045227358,5638549.000000000,5910715.000000000
E3_committee,fig3_committee_process_statistics.csv,"{""orders"":""500"",""committee_size"":""7"",""t_sig"":""4""}",total_payload_bytes,30,30,30,1.000000000,6508823.500000000,6505058.000000000,72299.383533285,6608959.000000000,6481826.496655992,6535820.503344008,2.045227358,6339053.000000000,6611373.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""committee_signature_set_verification"",""evaluate_or_submit"":""evaluate""}",proposal_build_ms,50,50,50,1.000000000,0.128482000,0.000000000,0.293396309,0.547500000,0.045099703,0.211864297,2.009574959,0.000000000,1.548400000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""committee_signature_set_verification"",""evaluate_or_submit"":""evaluate""}",endorsement_ms,50,50,50,1.000000000,3.813102000,3.796300000,0.695943255,4.909900000,3.615317143,4.010886857,2.009574959,2.362900000,5.888000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""committee_signature_set_verification"",""evaluate_or_submit"":""evaluate""}",ordering_submit_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""committee_signature_set_verification"",""evaluate_or_submit"":""evaluate""}",event_wait_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""committee_signature_set_verification"",""evaluate_or_submit"":""evaluate""}",total_ms,50,50,50,1.000000000,3.941584000,3.811050000,0.745758039,5.532000000,3.729641940,4.153526060,2.009574959,2.362900000,6.017500000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""committee_signature_set_verification"",""evaluate_or_submit"":""evaluate""}",input_bytes,50,50,50,1.000000000,2326.000000000,2326.000000000,0.000000000,2326.000000000,2326.000000000,2326.000000000,2.009574959,2326.000000000,2326.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""committee_signature_set_verification"",""evaluate_or_submit"":""evaluate""}",output_bytes,50,50,50,1.000000000,74.000000000,74.000000000,0.000000000,74.000000000,74.000000000,74.000000000,2.009574959,74.000000000,74.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""finalized_state_query"",""evaluate_or_submit"":""evaluate""}",proposal_build_ms,50,50,50,1.000000000,0.042120000,0.000000000,0.144308577,0.528200000,0.001107962,0.083132038,2.009574959,0.000000000,0.536600000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""finalized_state_query"",""evaluate_or_submit"":""evaluate""}",endorsement_ms,50,50,50,1.000000000,2.837422000,2.662100000,0.572842797,3.929600000,2.674621901,3.000222099,2.009574959,2.054600000,3.989100000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""finalized_state_query"",""evaluate_or_submit"":""evaluate""}",ordering_submit_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""finalized_state_query"",""evaluate_or_submit"":""evaluate""}",event_wait_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""finalized_state_query"",""evaluate_or_submit"":""evaluate""}",total_ms,50,50,50,1.000000000,2.879542000,2.718300000,0.583436642,3.953300000,2.713731164,3.045352836,2.009574959,2.054600000,4.170100000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""finalized_state_query"",""evaluate_or_submit"":""evaluate""}",input_bytes,50,50,50,1.000000000,41.000000000,41.000000000,0.000000000,41.000000000,41.000000000,41.000000000,2.009574959,41.000000000,41.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""finalized_state_query"",""evaluate_or_submit"":""evaluate""}",output_bytes,50,50,50,1.000000000,3189.920000000,3190.000000000,0.565685425,3190.000000000,3189.759234003,3190.080765997,2.009574959,3186.000000000,3190.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""full_result_consistency_verification"",""evaluate_or_submit"":""evaluate""}",proposal_build_ms,50,50,50,1.000000000,0.075204000,0.000000000,0.188291472,0.539700000,0.021692163,0.128715837,2.009574959,0.000000000,0.542400000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""full_result_consistency_verification"",""evaluate_or_submit"":""evaluate""}",endorsement_ms,50,50,50,1.000000000,4.889298000,5.039950000,1.146030643,6.740100000,4.563599740,5.214996260,2.009574959,2.696400000,7.640800000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""full_result_consistency_verification"",""evaluate_or_submit"":""evaluate""}",ordering_submit_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""full_result_consistency_verification"",""evaluate_or_submit"":""evaluate""}",event_wait_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""full_result_consistency_verification"",""evaluate_or_submit"":""evaluate""}",total_ms,50,50,50,1.000000000,4.964502000,5.156650000,1.146765497,6.740100000,4.638594897,5.290409103,2.009574959,3.179100000,7.640800000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""full_result_consistency_verification"",""evaluate_or_submit"":""evaluate""}",input_bytes,50,50,50,1.000000000,2326.000000000,2326.000000000,0.000000000,2326.000000000,2326.000000000,2326.000000000,2.009574959,2326.000000000,2326.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""full_result_consistency_verification"",""evaluate_or_submit"":""evaluate""}",output_bytes,50,50,50,1.000000000,22.000000000,22.000000000,0.000000000,22.000000000,22.000000000,22.000000000,2.009574959,22.000000000,22.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_evidence_submission"",""evaluate_or_submit"":""submit""}",proposal_build_ms,50,50,50,1.000000000,0.032554000,0.000000000,0.130278254,0.526500000,-0.004470665,0.069578665,2.009574959,0.000000000,0.574200000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_evidence_submission"",""evaluate_or_submit"":""submit""}",endorsement_ms,50,50,50,1.000000000,17.904788000,17.611400000,1.449680144,20.879300000,17.492793519,18.316782481,2.009574959,15.875500000,22.948400000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_evidence_submission"",""evaluate_or_submit"":""submit""}",ordering_submit_ms,50,50,50,1.000000000,2.757964000,2.650500000,0.742926751,4.655900000,2.546826583,2.969101417,2.009574959,1.568500000,5.458200000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_evidence_submission"",""evaluate_or_submit"":""submit""}",event_wait_ms,50,50,50,1.000000000,2056.104182000,2055.361650000,5.919524251,2071.850900000,2054.421872055,2057.786491945,2.009574959,2047.817800000,2073.346800000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_evidence_submission"",""evaluate_or_submit"":""submit""}",total_ms,50,50,50,1.000000000,2076.799488000,2076.047650000,6.135835706,2090.668200000,2075.055703028,2078.543272972,2.009574959,2067.746700000,2096.389500000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_evidence_submission"",""evaluate_or_submit"":""submit""}",input_bytes,50,50,50,1.000000000,1200.000000000,1200.000000000,0.000000000,1200.000000000,1200.000000000,1200.000000000,2.009574959,1200.000000000,1200.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_evidence_submission"",""evaluate_or_submit"":""submit""}",output_bytes,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_signature_verification"",""evaluate_or_submit"":""evaluate""}",proposal_build_ms,50,50,50,1.000000000,0.021382000,0.000000000,0.105820992,0.000000000,-0.008691989,0.051455989,2.009574959,0.000000000,0.540800000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_signature_verification"",""evaluate_or_submit"":""evaluate""}",endorsement_ms,50,50,50,1.000000000,3.119030000,3.000750000,0.720346657,4.466300000,2.914309774,3.323750226,2.009574959,1.250300000,5.442000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_signature_verification"",""evaluate_or_submit"":""evaluate""}",ordering_submit_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_signature_verification"",""evaluate_or_submit"":""evaluate""}",event_wait_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_signature_verification"",""evaluate_or_submit"":""evaluate""}",total_ms,50,50,50,1.000000000,3.140412000,3.141350000,0.724890929,4.466300000,2.934400306,3.346423694,2.009574959,1.250300000,5.442000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_signature_verification"",""evaluate_or_submit"":""evaluate""}",input_bytes,50,50,50,1.000000000,1200.000000000,1200.000000000,0.000000000,1200.000000000,1200.000000000,1200.000000000,2.009574959,1200.000000000,1200.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""preprocessing_signature_verification"",""evaluate_or_submit"":""evaluate""}",output_bytes,50,50,50,1.000000000,22.000000000,22.000000000,0.000000000,22.000000000,22.000000000,22.000000000,2.009574959,22.000000000,22.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""result_finalization"",""evaluate_or_submit"":""submit""}",proposal_build_ms,50,50,50,1.000000000,0.042782000,0.000000000,0.146554017,0.534800000,0.001131815,0.084432185,2.009574959,0.000000000,0.535600000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""result_finalization"",""evaluate_or_submit"":""submit""}",endorsement_ms,50,50,50,1.000000000,21.206476000,19.889600000,3.582087866,28.817500000,20.188458033,22.224493967,2.009574959,17.740200000,37.068700000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""result_finalization"",""evaluate_or_submit"":""submit""}",ordering_submit_ms,50,50,50,1.000000000,2.997296000,2.739350000,0.751936549,4.612800000,2.783598027,3.210993973,2.009574959,2.095100000,5.460300000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""result_finalization"",""evaluate_or_submit"":""submit""}",event_wait_ms,50,50,50,1.000000000,2055.617184000,2054.063950000,6.726083575,2071.357800000,2053.705652463,2057.528715537,2.009574959,2046.402600000,2082.759900000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""result_finalization"",""evaluate_or_submit"":""submit""}",total_ms,50,50,50,1.000000000,2079.863738000,2077.919150000,7.992965593,2100.374000000,2077.592162627,2082.135313373,2.009574959,2067.536000000,2104.892000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""result_finalization"",""evaluate_or_submit"":""submit""}",input_bytes,50,50,50,1.000000000,2325.920000000,2326.000000000,0.565685425,2326.000000000,2325.759234003,2326.080765997,2.009574959,2322.000000000,2326.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""result_finalization"",""evaluate_or_submit"":""submit""}",output_bytes,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""task_submission"",""evaluate_or_submit"":""submit""}",proposal_build_ms,50,50,50,1.000000000,0.022174000,0.000000000,0.110124821,0.000000000,-0.009123124,0.053471124,2.009574959,0.000000000,0.600300000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""task_submission"",""evaluate_or_submit"":""submit""}",endorsement_ms,50,50,50,1.000000000,282.951258000,278.299550000,14.695195873,325.851800000,278.774930120,287.127585880,2.009574959,268.904800000,339.956700000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""task_submission"",""evaluate_or_submit"":""submit""}",ordering_submit_ms,50,50,50,1.000000000,3.501262000,2.691400000,2.157585381,9.514900000,2.888083104,4.114440896,2.009574959,2.069800000,10.108900000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""task_submission"",""evaluate_or_submit"":""submit""}",event_wait_ms,50,50,50,1.000000000,2056.985478000,2056.519150000,5.828455054,2067.834200000,2055.329049631,2058.641906369,2.009574959,2048.653600000,2077.425600000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""task_submission"",""evaluate_or_submit"":""submit""}",total_ms,50,50,50,1.000000000,2343.460172000,2339.211700000,14.936878670,2379.740500000,2339.215158639,2347.705185361,2.009574959,2326.165100000,2394.913600000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""task_submission"",""evaluate_or_submit"":""submit""}",input_bytes,50,50,50,1.000000000,1142.960000000,1143.000000000,0.197948664,1143.000000000,1142.903743620,1143.016256380,2.009574959,1142.000000000,1143.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""task_submission"",""evaluate_or_submit"":""submit""}",output_bytes,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_global_membership_verification"",""evaluate_or_submit"":""evaluate""}",proposal_build_ms,50,50,50,1.000000000,0.010122000,0.000000000,0.071573348,0.000000000,-0.010218918,0.030462918,2.009574959,0.000000000,0.506100000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_global_membership_verification"",""evaluate_or_submit"":""evaluate""}",endorsement_ms,50,50,50,1.000000000,286.377820000,285.809100000,13.681080556,313.369600000,282.489700465,290.265939535,2.009574959,263.056400000,322.154600000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_global_membership_verification"",""evaluate_or_submit"":""evaluate""}",ordering_submit_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_global_membership_verification"",""evaluate_or_submit"":""evaluate""}",event_wait_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_global_membership_verification"",""evaluate_or_submit"":""evaluate""}",total_ms,50,50,50,1.000000000,286.387942000,285.809100000,13.686343052,313.369600000,282.498326880,290.277557120,2.009574959,263.056400000,322.154600000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_global_membership_verification"",""evaluate_or_submit"":""evaluate""}",input_bytes,50,50,50,1.000000000,2193.000000000,2193.000000000,0.000000000,2193.000000000,2193.000000000,2193.000000000,2.009574959,2193.000000000,2193.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_global_membership_verification"",""evaluate_or_submit"":""evaluate""}",output_bytes,50,50,50,1.000000000,78.000000000,78.000000000,0.000000000,78.000000000,78.000000000,78.000000000,2.009574959,78.000000000,78.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_regional_membership_verification"",""evaluate_or_submit"":""evaluate""}",proposal_build_ms,50,50,50,1.000000000,0.025260000,0.000000000,0.126758095,0.000000000,-0.010764247,0.061284247,2.009574959,0.000000000,0.735500000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_regional_membership_verification"",""evaluate_or_submit"":""evaluate""}",endorsement_ms,50,50,50,1.000000000,273.320502000,271.944050000,8.780237446,291.381300000,270.825186473,275.815817527,2.009574959,259.724000000,301.869300000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_regional_membership_verification"",""evaluate_or_submit"":""evaluate""}",ordering_submit_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_regional_membership_verification"",""evaluate_or_submit"":""evaluate""}",event_wait_ms,50,50,50,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.009574959,0.000000000,0.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_regional_membership_verification"",""evaluate_or_submit"":""evaluate""}",total_ms,50,50,50,1.000000000,273.345762000,271.944050000,8.778705079,291.381300000,270.850881967,275.840642033,2.009574959,259.724000000,301.869300000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_regional_membership_verification"",""evaluate_or_submit"":""evaluate""}",input_bytes,50,50,50,1.000000000,2195.000000000,2195.000000000,0.000000000,2195.000000000,2195.000000000,2195.000000000,2.009574959,2195.000000000,2195.000000000
E4_fabric,fig4_chain_statistics.csv,"{""operation"":""valid_regional_membership_verification"",""evaluate_or_submit"":""evaluate""}",output_bytes,50,50,50,1.000000000,82.000000000,82.000000000,0.000000000,82.000000000,82.000000000,82.000000000,2.009574959,82.000000000,82.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""PP_RETF""}",total_ms,30,30,30,1.000000000,2819.852323333,2798.287350000,71.557478572,2996.880800000,2793.132351545,2846.572295121,2.045227358,2747.461900000,3074.691700000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""PP_RETF""}",local_matching_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""PP_RETF""}",preprocessing_ms,30,30,30,1.000000000,0.071743333,0.000000000,0.186599942,0.537300000,0.002065848,0.141420819,2.045227358,0.000000000,0.602000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""PP_RETF""}",membership_ms,30,30,30,1.000000000,457.714203333,441.262000000,47.820013247,555.251300000,439.857936869,475.570469797,2.045227358,411.759900000,642.826900000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""PP_RETF""}",committee_ms,30,30,30,1.000000000,4.230650000,3.957150000,0.779879171,5.655100000,3.939438657,4.521861343,2.045227358,3.161700000,6.107400000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""PP_RETF""}",finalization_ms,30,30,30,1.000000000,2351.680023333,2344.855950000,25.842318043,2419.785400000,2342.030353965,2361.329692701,2.045227358,2318.660900000,2426.560200000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""PP_RETF""}",state_query_ms,30,30,30,1.000000000,5.858693333,5.803150000,0.996609279,8.961900000,5.486553728,6.230832939,2.045227358,4.680900000,9.053900000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""Plain_RETF""}",total_ms,30,30,30,1.000000000,2063.166863333,2061.496150000,8.532013851,2078.618300000,2059.980960561,2066.352766106,2.045227358,2051.844800000,2089.421600000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""Plain_RETF""}",local_matching_ms,30,30,30,1.000000000,0.388756667,0.524050000,0.238851927,0.542700000,0.299567991,0.477945343,2.045227358,0.000000000,0.598700000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""Plain_RETF""}",preprocessing_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""Plain_RETF""}",membership_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""Plain_RETF""}",committee_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""Plain_RETF""}",finalization_ms,30,30,30,1.000000000,2056.418076667,2054.927450000,7.451300250,2068.245000000,2053.635718534,2059.200434799,2.045227358,2046.082200000,2079.456100000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""Plain_RETF""}",state_query_ms,30,30,30,1.000000000,6.088806667,5.496300000,1.303869180,9.339200000,5.601934457,6.575678876,2.045227358,4.719800000,9.429500000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_A""}",total_ms,30,30,30,1.000000000,2813.864050000,2794.378550000,68.989690268,2925.806500000,2788.102905052,2839.625194948,2.045227358,2746.190400000,3088.447000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_A""}",local_matching_ms,30,30,30,1.000000000,0.572306667,0.507450000,0.352084588,1.609300000,0.440836268,0.703777066,2.045227358,0.000000000,1.682000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_A""}",preprocessing_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_A""}",membership_ms,30,30,30,1.000000000,451.706036667,439.527700000,33.410127133,512.560000000,439.230504098,464.181569235,2.045227358,416.838200000,575.281100000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_A""}",committee_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_A""}",finalization_ms,30,30,30,1.000000000,2355.389320000,2344.660850000,40.324669599,2475.025700000,2340.331857726,2370.446782274,2.045227358,2324.061600000,2503.396800000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_A""}",state_query_ms,30,30,30,1.000000000,5.938403333,5.779800000,0.841350986,8.118100000,5.624238063,6.252568604,2.045227358,4.758900000,8.822100000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_C""}",total_ms,30,30,30,1.000000000,2069.313426667,2067.590900000,8.248820861,2090.704100000,2066.233269776,2072.393583557,2.045227358,2058.090900000,2092.454300000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_C""}",local_matching_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_C""}",preprocessing_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_C""}",membership_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_C""}",committee_ms,30,30,30,1.000000000,4.457603333,4.023000000,1.318352396,7.770900000,3.965323008,4.949883658,2.045227358,3.129200000,8.450300000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_C""}",finalization_ms,30,30,30,1.000000000,2058.972166667,2057.337350000,6.768287139,2075.809900000,2056.444849536,2061.499483797,2.045227358,2050.206200000,2077.970600000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_C""}",state_query_ms,30,30,30,1.000000000,5.777873333,5.387750000,1.189412897,8.539800000,5.333739754,6.222006912,2.045227358,4.182300000,8.824900000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_H""}",total_ms,30,30,30,1.000000000,2064.243600000,2062.903600000,7.465322967,2072.298600000,2061.456005704,2067.031194296,2.045227358,2056.740900000,2095.436700000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_H""}",local_matching_ms,30,30,30,1.000000000,0.519383333,0.525350000,0.272829740,0.712300000,0.417507148,0.621259519,2.045227358,0.000000000,1.662300000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_H""}",preprocessing_ms,30,30,30,1.000000000,0.088733333,0.000000000,0.201820699,0.532600000,0.013372330,0.164094337,2.045227358,0.000000000,0.542900000
E5_absolute,fig5_e2e_absolute_statistics.csv,"{""variant"":""RETF_H""}",membership_ms,30,30,30,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.045227358,0.000000000,0.000000000
